>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
-0.15788                 -0.57049                  2.04289
-0.29981                 -1.29383                  2.66844
-0.92101                 -1.00923                  0.41057
-0.81927                  0.68111                  0.77054
-0.68335                 -0.59108                  0.05398
0.71842                 -0.77340                  0.84055
0.67621                 -0.92230                  2.10845
1.40176                 -0.66371                  0.59388
-0.34190                 -1.51439                  1.63296
0.12438                 -1.11569                 -0.36509
0.09979                 -0.88509                 -0.02076
-0.02146                 -1.19538                  1.17062
-0.67176                 -1.08907                  1.73268
1.22699                 -0.72024                 -1.17311
-0.28588                  0.34420                  1.89316
-0.05963                 -1.03917                  3.90374
0.06224                  0.12926                  0.35016
0.21998                  0.27161                  0.33553
-0.77505                 -0.47323                  0.28442
0.44769                 -0.24505                  1.34661
0.01699                 -1.88424                  4.36183
-0.42501                 -2.03121                  1.22198
0.25681                 -0.34583                 -0.77726
-0.21736                 -0.97774                 -1.11063
-0.03678                 -0.26498                  1.49899
0.55579                 -0.49648                  0.89880
0.35236                 -0.75603                  1.81063
0.37532                 -0.86840                  3.63992
0.49402                 -0.90302                  2.91062
0.45665                 -0.91006                  2.34943
0.27277                 -0.67293                  0.71774
-0.02598                 -0.71527                  2.51793
-0.16069                 -0.49581                  2.33175
-0.21983                  0.18254                 -0.20884
-0.41016                 -0.35137                  0.59700
0.06485                 -0.75340                  1.89457
0.04327                 -0.92417                 -0.87544
0.55205                 -0.89473                 -0.37078
0.08621                 -1.52483                  2.86149
0.36430                 -0.60858                  0.00285
-0.45810                 -1.44450                  0.67204
-0.94615                 -0.20851                 -0.46704
-0.38902                 -0.10076                  2.76713
-0.11985                 -0.16554                  1.41328
-0.17281                 -0.03910                  2.82763
0.03247                  0.92270                  4.90072
0.02308                 -1.00110                  2.09136
0.76004                 -1.13212                  2.92905
-0.00914                 -0.17242                  5.17851
-0.26666                 -0.78065                  1.85229
-0.43488                 -0.29815                  0.04007
-0.43296                 -0.29282                  2.65718
-0.15445                 -0.01386                  1.59336
0.24451                 -0.16741                  2.36892
0.06174                 -0.64065                  0.47107
0.08540                 -0.81436                  1.30483
-0.49339                 -0.42198                  1.28492
0.26009                 -0.34107                  0.41080
-0.16095                  0.21696                  1.33234
-0.38682                 -0.49697                  0.97728
-0.19736                  0.02926                  0.69256
0.21742                 -0.34096                  1.71622
-0.15320                 -0.40859                  0.65723
0.32293                 -0.61044                 -0.87154
0.10457                 -0.22218                 -0.21461
1.07957                  1.04465                  2.99335
0.54047                  0.62810                  2.31900
0.23903                 -0.32335                  0.56369
0.04217                 -0.85617                  0.39953
0.23396                  0.63696                 -1.54638
-0.03847                  0.45706                  3.38730
0.26240                 -0.07776                  1.88797
0.31962                 -0.18415                  0.67098
-0.19604                  0.17930                 -1.06027
-0.10896                  0.14588                  0.86144
0.21341                 -0.20571                 -0.24580
-0.61949                 -0.20553                 -3.45099
-0.08334                 -0.08985                 -0.25909
0.79494                  0.32355                  1.36639
0.28135                  0.03789                 -1.28924
-0.07838                  0.43358                  0.00911
0.20517                 -0.26315                 -0.21291
0.51719                 -0.39449                  0.89841
0.67465                  0.40934                  1.52334
0.46844                  0.95673                  0.51066
1.28511                  0.54911                  0.16161
0.16535                  0.25479                 -1.92171
-0.07532                 -0.36797                 -1.60955
0.37517                 -0.72914                 -0.18627
-0.59306                  0.47539                 -1.28405
0.72484                  0.40595                  0.62981
0.45714                 -0.17182                 -1.97418
0.23284                 -0.09069                 -1.03305
-0.38310                  0.74386                 -1.51823
-0.04120                 -0.12558                  0.43361
-0.22886                  0.08522                  0.46195
-0.03439                  0.06706                 -0.40780
0.51392                  0.59625                  0.26679
-0.12537                  1.48038                  0.24476
-0.15814                 -1.04255                  1.26305
0.22532                  0.53101                 -1.53781
0.28929                  0.43540                 -0.32636
0.47115                  0.55411                  0.00466
0.65016                  0.36457                  0.87359
0.15021                 -0.08656                 -0.96003
0.51403                 -0.49605                 -0.18418
0.45849                 -1.53643                 -2.50959
0.49093                 -0.33944                 -0.44050
0.26588                 -0.74443                 -0.66270
-0.11301                  0.61886                 -0.05127
0.16230                  0.55521                 -0.82249
-0.31704                  0.56257                 -0.65063
0.64375                  0.30024                 -0.19109
-0.48498                  0.15562                  0.71934
-0.33228                  0.09083                 -0.04547
-0.07526                  0.53190                 -0.32254
0.94005                 -1.68898                 -0.94798
0.28320                  1.22166                  1.00585
0.77853                  1.07540                 -0.41432
0.49473                  0.81509                  0.47391
-0.11967                 -0.57579                 -1.04628
-0.63814                  1.03228                 -1.09067
0.44239                 -0.33291                 -1.13745
0.32129                  0.55557                 -0.63430
-0.01610                 -0.16492                 -1.50497
0.24203                 -0.21151                  0.37076
1.04442                 -0.26572                 -0.91269
0.47306                  0.00576                 -0.39797
0.15228                 -0.12171                 -0.99950
-0.13630                  1.52123                 -1.32906
0.13831                  0.25066                 -0.60437
0.85845                  0.03975                  0.28110
0.48170                  0.69862                 -0.34009
0.87524                 -0.38822                 -2.00055
0.28939                 -0.18154                  0.14632
0.51440                 -0.64066                  0.31361
0.11686                  0.66540                 -0.13100
0.38288                 -0.39911                  1.34790
0.72228                  1.41738                 -0.59214
0.28566                  0.26005                 -0.04451
0.20086                  0.69408                  0.80828
0.41178                  0.39856                 -0.91064
0.31609                  1.00774                 -0.46621
0.14026                  0.67977                  1.29113
0.18955                  0.27719                 -0.58450
0.67395                 -0.00941                 -0.65178
0.15857                  0.64434                 -1.18444
-0.05720                  1.13722                  0.33977
-0.99486                  0.79186                  0.87781
-0.42294                  0.01058                  0.04253
-0.41831                  0.83300                 -0.54406
-0.67226                  0.62461                  0.50779
-0.34224                  0.12843                  1.43970
-0.15829                  0.36811                  0.75088
0.75084                  0.34167                  0.10424
1.30909                 -0.07766                 -0.05835
0.26163                 -0.07656                  1.66866
-0.17134                  0.95746                 -0.15471
0.31912                 -0.24462                 -0.55975
-0.19305                  0.59706                  1.97262
0.73635                 -0.02160                 -0.30948
0.15473                  0.57453                  1.53577
0.04934                  0.57324                  2.73481
0.07730                  0.22984                  2.22376
0.70102                 -0.32444                  0.42144
-0.38549                  0.02057                 -0.62908
-0.24194                  0.53211                  1.42962
0.40285                 -0.92318                  1.86855
0.14851                  1.21465                  2.51776
0.81543                 -0.90910                  1.04793
-0.09587                  1.76305                  2.87927
0.86825                  0.16576                  0.80526
0.29647                 -0.80026                  2.03977
-0.34950                  0.91809                  1.27570
0.27904                 -0.61093                 -0.06709
-0.53545                 -0.06417                  3.09248
0.06408                 -0.02923                  3.30488
0.69984                 -0.95203                  1.47165
0.63325                  0.28877                  2.28030
-0.24579                  1.69201                  1.54577
-0.66839                  1.04609                  3.81153
0.10361                 -0.01939                  2.93837
0.61904                  0.46194                  2.83539
-0.12754                  0.98143                  4.05074
-0.23451                  1.86421                  2.78413
-0.09037                  1.68643                  2.38558
-0.39411                  0.83418                  3.02631
0.43739                  0.71086                  0.51355
-0.19958                  0.33733                  1.24080
0.63438                 -0.17150                  0.98589
0.99485                  0.93845                  1.04325
-0.12832                  0.01652                  0.43317
-0.55021                  0.33694                  1.40462
0.20474                 -0.08655                  2.15143
0.06447                  0.57262                  2.00679
-0.77041                  0.40780                  0.24623
-0.33865                  0.63757                 -0.09035
-0.79256                  0.47847                  3.34955
0.47470                  2.07999                  5.11043
1.15724                  0.16185                  4.49456
0.12622                  0.71717                  3.31469
0.30858                 -0.51809                 -1.36926
-0.80871                  0.78086                  3.58593
0.13319                  1.69285                  5.19574
0.29687                 -0.76180                  2.72409
-0.24312                 -0.50997                  1.04711
0.91856                 -0.25937                  0.59210
0.75010                  1.47868                  0.20782
1.10561                 -0.80339                 -0.84278
-0.30324                  1.36679                  0.42142
-0.47089                  0.67332                  0.58643
-0.16805                 -0.65833                  2.58160
0.26093                 -0.65071                  3.13195
0.21283                 -0.43249                  1.28822
0.01482                  1.06091                  2.02862
-0.15848                  1.90676                  2.15658
-0.12527                  0.53455                  3.57725
-0.27220                  1.02184                  0.15991
0.13567                  0.13703                  2.61433
-0.50317                  1.28426                  2.48877
0.35766                  1.27263                  0.63906
-0.35723                  0.20565                  1.99429
0.01052                  1.56225                  4.55303
0.15770                  2.69653                  4.25897
-0.83944                  2.98463                  2.86772
-0.01970                  1.58195                  2.73037
0.34750                  0.25577                  0.18783
-0.38219                  1.84414                  0.18732
0.24771                 -1.62150                  0.40751
-0.05910                 -0.00325                  2.60738
-0.92271                 -0.93393                  3.32084
0.32233                  0.64483                 -0.91619
0.01280                 -0.12051                  1.44908
-0.36846                  1.20302                  3.40552
-0.79793                  3.72323                  3.35889
-0.50074                 -0.01444                  0.62042
0.29845                  0.88944                  0.75815
0.51654                  0.61252                  1.28295
0.02752                  0.89123                  2.01712
-0.85703                  2.25444                  1.24889
0.88518                  0.78097                  3.01463
0.42263                 -0.40344                  0.37467
-0.17183                  0.69561                  1.23037
-0.30234                  2.21165                  3.23668
1.73007                 -1.13715                 -0.30477
1.68567                 -0.76191                  0.21663
-0.74408                 -0.18617                  3.06083
0.52030                 -1.15431                 -2.93119
-0.41408                 -0.32198                  1.67174
0.52722                  1.14825                  4.12603
0.82317                  0.62249                  1.24968
-0.26719                  2.09366                  4.53520
-0.99505                  1.91461                  1.96280
-0.90973                  1.83579                  3.83678
-0.25185                  2.19049                  2.94781
0.77948                  1.07116                  1.67400
0.59384                 -0.92450                 -1.55725
-0.16880                 -0.71014                  2.28801
0.14937                 -1.47857                  1.21177
-0.46363                 -0.15363                  0.11652
-0.34728                  0.42610                 -0.78931
0.81495                 -0.05876                  1.59735
0.91121                  2.03781                  3.86345
-0.79707                  1.60315                  2.57143
-0.71316                  2.05927                  5.62162
-0.41648                  2.70278                  2.31127
0.64019                  1.66397                  1.16304
0.72334                 -1.20338                 -1.15201
-0.20478                  0.10381                  0.07556
0.40037                  0.07171                 -0.89496
-0.04635                  1.31859                  1.02101
0.94680                  0.13454                  2.20101
0.19371                  1.14555                  4.01228
0.03897                  1.15668                  2.21472
0.28377                 -0.40316                  2.45883
0.25569                 -0.51962                  2.17390
-0.19570                  0.22916                  1.83003
0.09318                  1.86816                  3.10429
-0.81181                  0.76181                  0.30352
0.66020                  1.31731                  5.60282
0.64339                  2.27287                  3.86438
-0.31500                  0.99706                  0.89402
0.37198                  1.81310                  2.43465
0.11361                  0.96348                  1.54636
-0.15670                 -0.06787                  1.02271
0.81349                  1.19279                  2.71162
0.26041                 -0.24994                 -1.83377
0.10589                  0.84839                  4.27564
0.37358                  1.47228                  2.54183
-0.35790                  1.84617                  0.65804
1.20270                  0.90271                  2.94100
0.02881                 -0.39232                  2.81816
-0.12895                 -1.15159                 -1.53389
0.60163                  0.50930                 -0.60418
-0.52284                  0.05987                 -0.61322
0.91353                 -1.13324                  0.80393
0.95177                 -0.04907                 -0.77699
-0.86975                  0.24555                 -0.59547
0.96683                 -0.41164                  0.31981
0.79603                 -1.84067                  1.10024
-0.06879                 -0.80393                 -1.48653
-0.42324                 -0.56068                 -0.29671
0.65070                  0.02102                  0.46112
0.79016                  0.23476                  0.96586
0.90357                  0.79258                  2.30538
0.78985                  0.52467                  0.57254
1.31260                 -0.92768                  3.14567
1.13787                  0.43029                  2.83746
0.90633                  0.00480                  0.96969
1.67519                 -0.50318                  0.46567
1.53631                 -0.07731                 -0.19053
0.31070                  0.83311                 -0.00856
1.06035                 -0.23752                  1.63298
0.75443                 -0.49387                  2.54560
1.18819                  0.12043                  2.88032
0.65755                 -0.01645                  0.28932
1.01643                  0.15796                  0.90983
0.27724                 -0.26270                  2.45754
0.28589                  0.73458                 -0.74012
0.93927                  0.38329                  0.23921
0.72035                 -0.16394                  1.68063
0.60561                 -0.89706                  2.06518
0.72351                 -0.62803                  0.88892
1.23929                 -0.32266                 -1.04375
2.10032                  0.80238                  0.36304
0.98322                 -0.43555                 -0.10224
1.08073                  0.10023                  1.84883
0.91886                 -0.20750                 -0.47791
0.97344                  0.25114                 -1.32370
0.97961                 -0.44539                 -0.74476
1.66139                  0.17184                  1.54760
0.89912                  0.21100                  0.32858
0.51743                 -0.70683                 -0.69040
0.89438                 -0.47331                  1.10077
1.00787                 -0.72547                  1.87038
0.12264                 -0.80054                  0.19717
0.72952                 -0.49152                  0.91633
0.57973                 -0.40331                 -0.16082
1.00400                  0.80576                  2.60190
1.70237                 -0.73897                 -1.67330
0.01729                  0.29326                  2.35599
0.99328                  0.88669                  1.94508
0.68955                 -1.18789                  1.30447
0.51894                 -0.52711                  1.08482
0.75556                 -0.05481                 -0.17018
0.67187                 -0.34884                  2.59612
1.18328                 -0.41173                  3.17192
0.58834                  0.67686                  1.96542
0.11212                 -1.16064                  0.93518
1.68692                  0.31606                  0.73132
1.23416                 -0.75346                  1.29042
1.22371                 -0.42066                 -0.73643
0.89198                 -0.21650                 -1.27926
1.40154                 -0.57285                  2.30556
0.97617                 -0.79918                  1.37639
0.96834                 -0.81628                  2.30553
0.98287                 -0.61274                  1.21572
1.18158                 -0.41112                  2.58318
0.76380                  0.71489                  1.06653
0.64361                  0.22085                  1.22178
0.82864                  0.33469                  0.32723
0.69711                 -0.24718                  1.29532
-0.16013                 -0.29104                 -0.44591
-0.59090                 -0.06429                 -0.53306
0.92063                 -0.44038                  0.59834
0.97633                  0.48164                  1.46504
0.63628                  0.88232                 -0.27033
1.01069                  0.35286                  0.73897
-0.49589                  0.53216                 -0.82392
1.16528                 -0.70017                  0.02114
1.51337                 -0.58808                  1.09833
1.51147                 -0.52019                  0.29002
1.33617                 -1.23414                  1.03072
0.39072                 -0.35897                  0.91134
0.78149                 -0.42892                  1.03357
0.17115                  0.19547                 -0.50608
0.17409                 -0.13543                  0.66934
1.11318                 -0.50324                  0.36622
0.98846                 -0.95667                  0.00223
0.80161                 -0.72452                  1.96017
0.94802                 -1.27043                  0.88977
0.72036                 -0.82366                  3.02613
0.93492                  0.21171                 -0.13285
1.16217                 -0.59758                  1.30092
0.69735                 -1.17471                  1.51564
1.24872                 -1.08594                 -1.97866
1.31853                 -1.03924                 -1.19463
0.87014                 -0.36552                  1.76802
1.70011                 -1.01139                  1.90944
1.47341                 -0.55429                  1.74626
0.54311                 -1.25223                  1.92686
1.18900                 -1.03088                  2.91880
1.28043                  0.06923                  0.17103
0.24440                 -0.68580                 -1.42157
0.78791                 -1.24195                  0.80100
1.26617                 -1.37085                  1.69734
1.52995                 -0.78210                  0.41911
1.58121                 -1.05368                  3.02615
1.26490                 -0.12321                  4.08220
0.52041                 -0.32347                  0.35590
1.53841                  0.58155                  0.81096
1.14805                 -1.29706                  1.80216
0.25726                 -0.90337                 -1.75944
0.46748                 -1.22303                  1.13835
1.32908                 -0.64693                  1.62700
1.95016                  0.49088                  2.71928
0.34000                  0.23753                 -0.01083
0.63571                 -0.24891                  0.54397
1.82144                 -0.80670                  4.20788
1.32692                 -0.46048                 -0.43516
0.32097                 -0.93380                 -0.59991
0.49747                 -0.44325                 -0.31605
0.54425                 -0.24158                 -2.18989
1.68792                 -2.76595                  1.02021
1.35453                  0.03812                 -0.20128
0.66868                  0.25670                  2.11615
0.20572                  1.45920                  3.09478
0.81649                  0.15886                  4.06901
0.65530                 -0.42009                  1.56356
1.26168                 -0.85741                 -0.59344
1.39653                 -1.70059                  2.17230
1.61455                  0.08946                  2.00903
1.55555                  0.28850                  1.70524
0.31027                 -1.96201                 -1.03886
0.26190                 -1.75144                  1.18397
0.79814                 -0.29050                  2.59485
0.63769                  0.27856                  0.18948
1.45789                 -0.77972                 -0.19418
0.75606                 -0.94864                 -2.51287
1.38329                 -0.07987                  1.63233
0.67035                 -0.07311                 -0.77670
1.19549                 -1.14405                  0.30435
-0.12301                 -0.91005                  1.16909
0.90010                 -0.57501                  2.27661
0.55686                 -1.15111                 -0.36215
1.34960                 -1.31168                  0.47466
-0.21951                 -0.70735                  0.93937
1.51453                 -2.86258                  1.72557
0.97600                 -1.34884                  0.28272
1.09199                 -0.05604                  1.34065
1.15691                 -1.21016                 -1.01563
0.92261                  0.08611                 -0.17036
0.66307                  0.45584                  2.38037
2.11282                 -0.88881                 -1.91591
1.61315                 -0.66975                 -1.21369
1.70424                 -0.56502                  0.96074
0.76497                 -0.19194                 -0.22224
2.16898                 -1.72113                 -0.16315
1.13722                  0.12615                 -0.41247
1.99585                 -1.29103                  0.33050
1.12010                 -1.18751                 -0.01088
0.60724                 -1.02167                  0.89402
1.59079                 -1.93667                 -0.70996
0.48633                 -0.60398                  0.87677
1.78289                 -1.03144                 -1.39824
1.61844                 -1.52627                 -1.30049
2.01122                 -1.89976                 -1.63515
0.57391                 -1.21984                 -0.38741
1.34731                 -1.34083                 -2.05572
1.84750                 -3.44398                 -1.82103
1.25434                 -1.04053                 -0.29456
1.43300                 -0.58178                 -1.69562
0.82920                  0.10150                 -3.03883
1.53635                 -0.31343                 -1.88770
0.81587                 -1.12014                  1.64621
2.39970                 -2.44963                 -0.66306
1.48010                 -1.30983                 -1.55665
0.57462                 -0.59002                 -2.84500
1.62104                 -1.69828                 -0.50535
0.04617                 -0.36492                  0.72811
0.86609                 -0.47990                 -5.01654
1.51137                 -2.05616                 -1.80529
2.01669                 -1.11587                 -3.59823
1.24465                 -0.32542                 -2.25956
2.03202                 -1.35742                 -1.94877
1.87692                 -0.63115                 -0.01418
0.90101                 -1.03107                 -0.44186
1.23757                 -0.48072                 -1.55618
1.87341                 -1.06543                 -2.46225
1.70934                 -1.82584                 -0.24048
1.26534                 -1.11854                 -2.26876
1.44176                 -2.68493                 -3.56861
2.65980                 -1.91367                 -1.17934
0.65669                 -0.94327                 -3.28415
1.81557                 -1.96968                 -1.44690
2.09534                 -2.26475                 -2.52570
1.33553                 -0.78054                 -2.53566
0.97707                 -0.79204                  0.32941
2.15999                 -0.23548                  0.07880
1.10033                 -1.08301                 -0.65024
0.11440                  0.34693                 -2.13652
1.34548                 -1.32638                 -0.50149
0.93820                 -0.82175                  0.00344
1.08334                  0.27090                 -1.99713
1.86332                 -1.76581                 -0.12482
0.50835                  0.21145                 -1.52931
1.87570                 -1.35068                 -1.36351
1.19627                 -2.64602                 -1.59813
1.15280                 -0.90165                 -3.02308
1.38746                 -1.97576                 -1.36934
1.24834                 -1.89081                 -0.45055
2.17400                 -1.52025                 -1.26303
1.18745                 -1.31750                 -3.05725
1.63812                 -1.24610                 -1.47677
0.46463                 -0.42019                 -2.56583
1.40369                 -0.09929                 -1.54586
0.11307                 -1.03794                 -1.25738
1.01464                  0.11771                 -0.22902
2.00434                 -1.84390                 -0.89167
1.81168                 -0.15433                 -0.12890
1.40818                 -0.69028                 -1.92589
1.00971                 -2.55310                 -0.28676
0.35191                 -2.63752                 -0.51399
1.51293                 -0.80723                 -1.60570
1.22665                 -0.46745                 -2.13023
1.07294                 -0.76769                 -2.12525
1.00612                 -1.73353                 -1.17586
0.97000                 -0.05565                 -0.34155
1.37539                 -2.06747                 -4.10560
1.78672                 -0.45227                 -1.28775
1.69872                 -0.07326                 -2.31787
1.52370                 -1.10661                 -1.59447
1.25517                 -1.24017                 -2.35616
1.00424                 -0.43999                 -1.01726
1.38323                 -0.58412                 -0.49854
1.84931                 -0.75194                 -1.73584
0.99246                 -0.89432                 -2.34098
0.97681                 -0.86585                 -0.76694
0.72878                 -1.32771                 -1.22650
1.22264                 -1.85122                 -1.17754
1.61171                 -1.27219                 -0.81809
1.37693                 -0.61079                 -0.60522
1.58745                 -0.53457                 -0.90079
1.10846                 -0.52809                 -0.18875
1.27375                 -0.96360                 -3.80557
2.06060                 -1.98714                 -1.63327
0.74139                  0.19398                 -2.25938
0.76812                 -0.10474                 -0.83166
0.89305                 -1.78377                  1.37957
0.91340                 -1.38237                 -0.94934
0.50108                  0.54704                 -1.41803
1.76813                 -0.48455                 -0.86995
0.42825                 -0.61527                 -1.48991
1.49876                 -0.59080                  0.07999
0.53539                 -0.67553                 -3.25167
1.45004                 -1.17410                 -0.73770
1.47107                 -0.92606                 -2.77931
2.22032                  1.41335                 -2.51160
1.09795                 -0.28530                 -1.99520
0.28620                 -0.83374                 -1.47841
1.62470                 -1.12449                 -2.70708
0.69970                 -0.39410                 -1.72762
1.87556                 -0.63149                 -2.35152
1.59224                 -2.00531                  0.25229
1.32507                 -0.53315                 -3.28047
1.19724                 -0.31005                 -1.56719
1.93910                 -1.29790                 -1.35210
1.45097                 -1.68471                 -1.24617
1.31792                 -0.55762                 -2.80984
0.67226                 -0.84590                 -2.38871
0.21021                  1.38452                 -0.35336
1.57442                 -0.00545                 -3.39758
1.23534                 -0.71384                 -2.39733
0.94781                 -1.96491                 -3.29414
1.09316                 -0.18666                 -1.60626
0.94686                 -0.73677                 -2.74331
0.63631                 -0.09389                 -4.49466
1.38014                 -0.21415                 -4.31945
1.88968                  0.52386                 -3.38050
1.36787                  0.25958                 -1.80395
0.95745                 -2.29375                 -1.79593
1.78653                 -1.30861                 -0.50824
1.71663                 -0.07383                 -1.08053
1.95426                  0.96428                 -3.65136
1.45572                  0.86619                 -1.50492
1.36300                 -0.58501                 -0.09366
1.27983                 -1.48330                  0.40405
0.54983                 -2.71062                  1.48067
0.95612                  0.62245                 -3.10364
0.65863                 -1.84429                  1.45917
0.71613                 -1.31767                 -0.03566
1.29859                 -0.97292                 -0.05714
-0.06291                 -1.84964                  1.10570
0.68368                 -0.53527                 -0.54210
0.11178                 -1.46883                  0.43206
1.91450                 -0.66075                 -0.71836
1.38357                  1.17619                 -2.68950
1.02367                 -1.75348                  1.87194
0.53771                 -2.10932                  3.66381
1.26859                 -0.11414                 -0.38027
1.78308                 -2.40043                  0.88326
0.34264                 -1.29229                  0.47507
0.78766                 -1.06113                 -1.28575
-0.19490                 -2.33972                  1.71841
0.09460                 -1.36973                  0.85205
-0.28777                 -1.60282                  0.44232
0.27328                 -0.76216                 -1.21842
1.15049                 -2.01874                  0.28112
0.92027                 -2.31146                  1.66768
1.66505                  1.56685                 -4.42728
0.51871                 -1.44971                 -0.98222
1.76232                 -1.30014                 -1.96498
0.89687                 -1.13857                  1.52914
1.12205                 -0.58612                  0.13404
0.94326                 -2.40380                  2.40627
1.25247                 -1.23800                  0.61565
1.07863                 -1.38777                  0.20971
1.50643                  0.48204                 -4.23687
2.11368                  1.28980                 -5.19517
0.63252                 -1.23661                 -4.06902
1.25854                  0.41533                 -1.55323
2.39233                  0.52640                 -1.54099
0.70518                 -0.51875                 -1.93819
1.34517                 -0.29230                 -2.03913
0.55755                 -1.08240                 -2.10642
2.15145                  0.58687                 -3.40928
1.93207                  1.31716                 -4.12257
0.53120                 -1.18104                 -2.05799
0.95286                  1.04349                 -2.57541
1.03425                 -0.83645                 -1.37871
2.32525                  0.41201                 -2.96536
0.99633                  0.08236                 -3.93129
0.97414                  1.54155                 -3.00292
1.84724                  2.29788                 -5.64265
0.20564                 -0.34075                  0.17409
2.13597                  2.26375                 -7.35295
0.19891                  1.41650                 -3.21315
1.41127                 -0.11506                 -1.81871
2.12826                  0.53674                 -4.17698
1.93603                  1.04387                 -4.87750
0.78472                 -0.17977                 -3.60651
1.36202                  0.42486                 -1.98490
1.05683                 -0.57558                 -2.74460
2.11488                  1.17954                 -2.24309
1.29711                 -0.13371                 -3.89723
1.02236                  1.23503                 -4.33599
0.92638                  0.83481                 -0.72460
0.97737                  0.89570                 -4.31614
1.74075                  0.51724                 -3.27458
0.10631                 -1.30251                 -2.78879
0.91172                 -0.90513                 -1.74807
2.18748                  3.36541                 -6.89811
1.36050                 -0.04723                 -1.31305
1.30647                  0.85784                 -4.64128
1.26234                  0.34985                 -2.87968
1.74112                 -0.00178                 -1.26681
1.24563                  1.17557                 -3.75129
1.57083                 -0.38297                 -2.39911
1.45538                  1.70647                 -2.50033
1.87636                  1.02365                 -2.21205
1.45712                 -0.55695                 -1.69804
1.47691                  0.09709                 -3.38097
0.51620                  0.20154                 -4.21753
0.82392                 -0.49738                 -3.56325
0.56542                  0.42950                 -1.26129
1.09680                  0.83852                 -3.86700
0.95852                 -0.35320                 -2.83967
0.71525                 -0.87146                 -3.88618
1.01637                  0.48842                 -2.85010
1.45947                  0.73287                 -3.38785
1.10090                 -0.19093                 -3.02717
1.70158                  1.67463                 -2.64548
1.60738                  1.25793                 -1.21980
0.64333                  0.28426                 -4.64749
1.14350                 -0.09282                 -1.49101
1.11511                 -0.51452                 -3.66567
1.90874                  0.33084                 -2.75601
0.23247                  0.01811                 -4.97956
1.56146                  1.43964                 -2.16625
1.83129                  1.34359                 -3.18564
0.66364                 -0.56741                 -4.64680
0.46751                  1.02152                 -5.29807
0.19508                 -1.27964                 -4.66731
1.03865                  0.50226                 -4.91466
1.11521                  1.05181                 -4.96075
1.02274                  1.77879                 -4.58751
0.60723                 -0.00591                 -5.22006
0.51508                  1.08077                 -3.53702
0.39639                 -0.43045                 -5.19242
1.17233                  0.52569                 -5.50774
0.89240                  0.63710                 -2.92001
0.66680                  1.52062                 -2.92285
1.02998                  1.56843                 -3.62807
0.49973                 -0.18308                 -5.84291
0.22037                  1.11184                 -5.14375
1.01045                  1.94069                 -4.88694
0.94473                  1.99173                 -4.52981
-0.01440                  1.07614                 -4.06038
0.68049                 -0.45073                 -4.88903
1.00783                  1.26862                 -4.56767
1.15333                  0.52798                 -4.95635
0.24960                  0.09195                 -4.10440
