>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
0.38317                  0.08404                 -1.73239
-0.05434                 -0.87934                 -3.93373
-0.11042                  0.07611                 -2.24066
0.30563                  0.69021                 -3.19659
-1.73841                 -0.36945                 -4.34290
-0.28680                 -0.58606                 -2.65118
-0.33768                 -0.03421                 -2.62105
0.64534                  0.06449                 -1.62858
-0.52307                  0.09068                 -0.95950
1.15295                 -0.53496                 -2.25099
-0.54860                 -0.75007                 -1.36454
0.80135                 -0.17968                 -3.04020
-0.65225                 -1.28236                 -1.47891
-0.06128                 -0.29278                 -2.68522
-0.01875                  0.14994                 -0.35217
1.11665                 -1.42531                 -3.74919
0.77502                 -0.43649                  0.65174
0.67517                  0.29832                  0.25404
0.22329                 -0.08902                 -1.73552
0.35788                 -0.64485                  1.64313
0.35421                 -0.37365                 -1.77928
0.00502                 -0.11391                 -2.00924
-0.75532                  0.21620                 -1.43303
0.57388                 -0.19025                 -3.91146
0.34318                 -0.16452                 -2.92035
-0.34716                  0.72721                 -1.70979
0.00057                 -0.49033                 -2.41776
-0.88950                  0.55585                 -1.17762
-0.46812                  0.66804                 -0.78242
-0.00938                 -0.16517                 -2.42625
-0.57856                  0.20821                  0.72588
-0.97912                 -0.15744                 -2.13903
-1.41080                  0.91787                  0.07853
-0.92351                  0.51760                 -0.59708
-0.96431                  0.70920                  0.56921
-0.74459                 -0.09266                 -0.38188
-0.79096                  1.59080                  2.60103
0.47520                 -0.36039                 -3.92497
0.13238                  1.42263                  1.06299
-0.26049                  0.60334                 -0.44410
-0.26987                  0.76585                 -1.57761
-0.50183                  0.85318                  0.99959
0.33962                  0.79542                 -2.29142
0.35608                  0.40145                 -0.57536
1.01263                 -0.57525                 -1.58865
0.07021                  0.29964                 -1.79753
-0.30133                  0.94466                 -2.09560
-1.14662                  0.67469                  0.40336
-0.28762                  0.91285                 -1.70026
-0.10184                  0.83780                 -0.62536
-0.29160                  0.34205                 -0.54565
-1.27417                  0.11788                 -0.34258
-0.56470                  1.03575                 -0.13803
-1.24679                 -0.20484                 -0.81144
-0.46429                  1.00943                  0.19617
-0.53554                  0.70439                  0.94040
-0.81301                  1.14620                 -0.11283
0.15433                 -0.89897                 -1.96249
-0.11044                  0.55351                 -1.43274
0.61724                  0.73066                 -2.34038
-0.25220                  0.54461                 -0.79631
-0.35584                  0.31704                 -1.96099
0.83640                 -0.77239                 -0.60797
0.78813                 -0.04574                 -3.33987
-0.04611                  0.62926                 -1.29454
0.25262                  1.07335                 -1.70014
0.09862                  0.10213                 -3.06758
-0.44749                  0.42549                  0.99281
-0.80635                  1.45267                  0.03528
0.53460                  0.76642                 -2.43070
-0.39360                  1.05910                 -0.40167
0.88855                  0.53144                 -1.48140
-0.31487                 -0.59314                 -0.65562
-0.02786                  0.49518                  0.21355
-0.00775                  1.06381                  0.95991
-0.31299                  0.69366                 -1.66153
0.37744                  0.57016                 -3.89611
0.10267                 -0.20648                 -0.63107
-1.08344                  0.23007                 -0.66796
-0.74948                  0.92839                  0.63525
0.11359                  0.32343                 -1.32220
0.49413                  0.05801                 -2.51341
-0.06819                  0.04912                 -0.95079
0.04677                 -0.89235                  1.84248
-0.92894                 -0.46407                  0.10041
-0.23378                  0.22186                 -1.20599
-0.04209                 -0.39263                 -0.79198
-1.56110                  1.70772                 -0.12817
-1.04985                  0.28017                 -0.02348
0.87086                  0.57886                 -2.62349
0.43557                  0.90226                 -3.26056
-0.57364                  0.79050                  0.53974
-1.02116                  0.93994                 -2.19503
-0.24074                  1.43521                 -1.35931
-0.31863                  0.84520                 -1.45722
-0.04248                 -0.11154                 -1.73987
0.25572                  0.80805                  0.37300
0.13220                  0.15821                 -0.54228
-0.44906                  0.15423                  0.57570
-0.32041                  0.77759                 -2.32662
0.32349                 -1.29284                  1.85149
0.40054                 -0.13686                 -4.38671
0.01361                  0.02536                 -2.56306
-0.59792                  0.66183                 -2.45713
-0.71785                  1.27801                 -2.36054
-0.88448                  1.48732                 -3.27865
-0.48707                  2.48746                  0.54817
-0.85440                  1.95375                  0.24802
-0.96049                  2.40435                 -2.64894
-1.41107                  2.33166                 -0.64437
-0.28352                  3.04509                 -2.66038
-0.66344                  1.49031                 -0.71088
-1.40920                  1.82856                 -2.29016
-0.37552                  1.75911                 -2.57814
-1.43104                  1.10149                 -3.04420
-0.49416                  1.62275                 -0.51643
-0.23579                  1.01938                 -1.70556
-0.86133                  1.14313                 -2.47728
-0.39940                 -0.30290                 -1.07462
0.32451                  0.13768                 -1.31129
0.22199                  0.44068                  0.32982
1.07864                  1.48112                 -0.48829
0.29776                  0.88099                 -0.57900
-0.22601                  1.23329                 -0.38026
-0.60366                  1.67661                  0.19702
0.06554                  0.83679                 -0.75220
-0.23050                  3.03395                 -0.77440
-0.58362                  2.86311                 -4.60786
-0.61810                  1.92454                 -0.94811
-0.14069                  0.47266                  2.21339
-1.20747                  1.81366                 -1.45906
-0.56961                  1.61646                 -1.17978
-0.59024                  0.57062                 -0.48871
0.09109                  1.09427                  0.90166
-0.72330                  1.06210                  2.00044
-0.73216                 -0.17651                  1.54028
-0.29818                  0.37577                  2.19986
-1.06443                  0.02909                  0.53537
-1.16689                  0.25446                  1.22776
0.04703                 -0.07770                  1.85622
-0.18194                 -0.68839                  2.06946
-0.61365                 -0.20839                  1.77303
-0.05840                  0.43399                  1.59354
0.57249                  0.87046                 -0.53389
-0.03009                  0.04915                  1.68583
0.01782                  0.32029                  0.73432
-0.29664                  1.07577                  0.33534
-0.20314                  0.03483                  0.99870
0.63404                  0.49722                  0.19086
0.23259                  1.03597                  0.23632
0.31970                  0.99177                  1.16177
0.04144                 -0.08295                  1.64023
0.74268                 -0.10414                  1.16042
0.61457                  1.13794                 -0.61900
0.17905                  1.54089                 -0.59116
-0.33431                  1.03437                 -0.28641
-0.94171                 -0.09517                  1.56089
-0.40557                  0.82134                  0.07853
-1.21175                  1.40223                 -1.09726
0.27446                  0.93622                  0.75075
0.00985                  0.56122                  0.31704
-1.77300                  0.20882                  0.20381
-0.08483                  1.08730                  0.46736
-1.16081                  0.27633                  1.50450
-0.69693                 -0.12875                  2.25427
0.08210                  0.30436                  0.57268
-0.64111                  1.16737                  2.29675
-0.61330                  0.57497                  0.14706
0.09768                 -0.30689                 -0.90019
-1.43196                  0.68321                  0.25091
-0.18003                  0.98061                  0.37091
-1.52823                  0.49187                 -1.42410
-0.82868                 -0.32145                  1.21750
-0.50707                  0.88264                 -1.13490
-0.11854                  0.19226                 -2.15270
-0.81570                  0.53045                  1.82962
-0.79650                  1.56437                 -0.05443
-0.39499                  0.57518                  0.58193
-0.54793                 -0.09215                  2.10498
0.64051                  0.29557                  0.88239
-0.25756                  1.11752                  2.02276
-0.80716                  0.12937                  0.67566
-0.29840                  0.71044                  2.25493
-0.06375                  0.41994                  1.90070
0.01232                  0.21845                  0.61448
0.10408                  0.54350                 -0.19375
-0.27248                  0.28770                  0.80505
-0.32963                  0.70488                  1.60304
-0.02724                  0.92538                  0.35846
-0.36113                  1.04850                 -0.68069
-0.93336                  0.97101                 -0.63199
0.01883                  1.03615                  0.18752
-1.06626                  0.96096                  2.66176
0.22185                  1.19214                  1.03687
-0.64617                  0.69613                 -0.49711
-0.25769                  0.58814                  0.10335
0.87429                  0.89627                 -0.75738
-0.43705                  0.89623                 -1.63054
-0.54677                  0.78250                  0.19323
0.02643                  0.16103                  3.48968
0.22696                  0.00025                  1.55245
-0.13143                  0.92310                  2.60050
-0.46177                  1.01078                 -0.74011
0.12579                  0.22270                  1.43399
-0.46865                  0.74364                  2.17260
0.44039                  0.92132                 -0.46228
-0.20813                  1.44576                 -1.04444
0.56878                  0.01031                  1.82385
-0.08517                  0.73899                  0.73364
-0.49651                  0.81621                  1.34587
0.14702                  0.75699                  2.33303
0.04167                  1.63526                  0.77016
-1.36490                  1.23391                 -1.77783
-0.13603                  0.88128                 -1.66641
0.45915                  0.80940                 -0.64771
-0.23419                  0.09397                 -0.82348
0.41714                  0.09268                 -2.86700
-0.45299                  0.82408                  1.00441
1.06108                  1.06292                 -0.96903
-0.85926                  0.29461                 -0.90606
0.07229                  0.62568                 -1.17408
0.22017                  1.07526                 -2.01688
-1.62575                  0.97838                 -1.64866
-0.79875                  0.75238                  0.19566
1.35999                  1.33722                  0.33286
-0.49966                  0.81119                  1.31933
-0.48055                  0.64210                  0.10645
0.93969                  0.51670                  0.71033
-0.52225                  1.04430                  0.78045
-0.15787                  0.60442                 -0.63719
-0.34397                  0.23326                 -0.99762
-0.27372                  0.47998                  0.81085
0.40164                  0.36124                 -1.27246
0.58271                 -0.58176                  2.88156
-0.57234                  0.60861                  0.38831
0.29442                  0.12524                 -1.69566
-0.30511                  0.77142                 -0.37186
-0.39937                  0.79545                 -1.79365
-0.95196                  0.24020                 -1.51015
-1.33144                 -0.38912                 -1.84313
-0.21302                 -0.63667                 -0.28909
-0.64990                  1.29874                  0.47530
-0.67950                  0.66705                 -0.41552
0.04384                  1.25854                  3.83258
-0.91351                  1.56514                  0.79569
-0.66379                 -0.03177                 -3.83384
-0.41183                  0.25164                  1.02580
-0.28827                 -0.48650                 -0.93381
-0.98327                  0.41556                  2.16329
0.03321                  0.17776                 -0.66002
-0.27573                  0.32830                 -1.26351
0.72466                  0.06928                  0.39172
-1.10756                 -0.45922                 -2.25335
-1.03744                  0.18112                 -1.71018
-0.12604                  1.15251                  0.06892
-0.55628                  0.80751                  1.57950
-1.02262                  0.96740                 -2.26864
-1.12881                 -0.21834                  1.29195
-1.04786                  0.32088                 -1.06351
-0.52998                  0.15821                  1.22204
-0.83791                  0.15849                 -0.56878
-1.25924                  0.95022                  0.85801
0.94915                  0.52753                 -0.65220
0.28574                  0.79584                  1.11804
-0.33021                 -0.36878                 -0.48541
0.10910                  0.90307                  2.39233
-0.15718                  0.24708                 -0.20963
-0.70308                  0.36073                 -3.06578
-1.68305                  1.29809                 -0.14735
0.11293                  0.70384                 -0.69695
-1.85061                  0.40859                 -2.08745
-0.43393                  1.00920                 -0.89486
-1.86313                 -0.81256                 -2.59472
-0.80743                 -0.08684                 -3.05987
0.11553                 -0.57578                 -1.90289
-0.37479                 -0.30555                 -2.94020
-0.74619                  0.18326                  1.88692
-1.21859                  0.57690                  0.88557
-0.75643                  0.91756                  0.50894
-0.00486                  0.95650                  2.54566
-0.17994                 -0.95078                  0.99566
-0.37662                 -0.25634                 -4.07510
-0.27849                 -0.20297                 -1.42276
-1.20541                 -1.25411                 -2.26404
-0.25060                  0.27857                 -0.81520
0.09541                  0.88006                  1.55903
-0.42792                  0.02086                 -2.41374
-1.00291                 -1.27680                 -5.01973
-0.67696                 -1.94445                 -4.69636
-0.35833                 -1.11934                 -3.56439
-0.43843                  0.73241                 -1.45297
-0.18304                  0.12949                 -0.95095
-0.71691                 -1.57028                 -1.12781
0.27504                 -1.03323                 -3.99780
-0.91308                 -1.44429                 -2.37684
0.21962                 -1.24185                 -2.90243
0.31065                  0.74820                  1.57278
-0.77903                 -1.78124                 -1.27848
-1.02688                 -0.91019                 -1.53934
-0.81118                 -1.01919                 -2.21970
-0.60592                 -1.04010                 -0.20884
-1.07341                 -1.64783                 -3.69963
-0.81053                 -1.52920                 -1.98021
-0.57486                 -0.66791                 -1.66995
0.00715                 -1.67541                 -5.01629
-0.28943                 -1.30857                 -3.10814
0.91356                 -0.44770                 -2.50205
-1.02965                 -0.17078                  0.53767
-1.37378                 -0.97798                 -1.85586
-1.19547                 -0.71453                  0.81166
0.43638                 -1.86338                 -3.74610
-0.37829                 -1.26895                 -5.24745
-1.09488                 -0.51282                 -4.07669
0.36548                 -1.05973                 -2.70132
-0.24392                 -0.22742                 -2.49688
0.95410                 -1.05838                 -3.04955
0.09499                 -1.65956                 -4.40957
-0.86874                 -1.35987                 -1.51651
0.16189                 -1.39440                 -4.55815
-1.45023                 -2.46727                 -3.39303
-0.42335                 -0.54601                 -0.48473
-0.83071                  0.52978                  0.61269
0.17463                 -0.78556                 -3.25210
-0.93476                 -0.23464                 -0.11251
0.56168                 -0.65647                 -2.97437
0.04794                 -0.80432                 -1.36468
0.89043                  0.38937                 -1.84389
-0.34993                 -0.13545                  2.70240
-0.42447                 -1.25925                 -1.50371
-1.65206                 -1.89473                  2.37242
-0.33933                 -0.83927                 -0.31703
-0.73499                 -0.41830                 -1.60795
-0.47804                 -1.43549                 -1.58489
-1.33210                 -1.40630                 -0.13696
-1.27451                 -0.89709                 -1.26756
0.01864                 -1.61798                 -2.37360
-1.35985                 -0.25170                  1.77434
-0.15526                 -0.95631                 -1.19112
-1.25820                 -1.84685                 -1.43003
-0.77668                 -1.28525                 -3.65860
0.70303                 -3.08212                 -5.59074
-0.17031                 -1.32720                  1.61234
-0.86354                 -0.66152                 -2.03981
-0.95344                 -0.58790                 -0.82241
-1.37722                 -0.35873                  1.58137
-0.74735                 -0.29157                  2.82897
-0.38246                 -1.07774                 -1.74434
-1.25556                 -0.92400                 -0.61203
-1.12448                 -2.00812                 -0.06409
-0.71603                 -1.33580                 -0.19413
-1.01094                 -1.56887                 -2.52609
-0.37041                 -2.12795                 -0.82754
-0.66897                 -1.37041                 -0.98549
-0.85295                 -1.12979                 -2.45473
0.65426                 -1.46655                 -3.91402
-0.87910                 -2.15827                 -0.79221
-0.38807                 -1.44444                 -1.35948
-1.76688                 -0.51496                  3.60967
-1.23166                 -0.94275                  3.33293
-0.44247                 -1.24419                 -2.34237
-1.09413                  0.31855                  3.77674
-0.45157                 -0.21725                 -0.45887
-0.52066                 -0.10734                  0.11472
-0.80033                 -0.41666                  0.91000
-0.06553                 -1.99812                 -3.53985
0.51415                 -2.95140                 -3.14606
-0.42800                 -2.19894                 -3.28430
0.48559                 -2.46634                 -5.33843
0.80498                 -1.77293                 -6.10689
-1.02795                 -1.26010                 -1.76504
-0.63483                 -1.75252                 -3.53215
0.38853                 -1.00150                 -3.40724
-0.89209                 -1.19385                 -1.61129
0.14793                 -2.02890                 -6.94655
0.19188                 -0.97278                 -3.76640
-0.53984                 -0.63424                 -3.05043
-0.54905                 -3.02326                 -2.67945
-0.90570                 -1.82464                 -1.33193
-0.60365                 -1.29560                  1.48883
0.01554                 -2.32526                 -1.33352
-1.51265                  0.48433                  4.44727
-0.97812                 -0.44808                 -1.96159
0.21340                 -0.06749                  1.07810
-0.65046                 -1.79876                 -1.86742
-0.45597                 -0.95651                 -3.31639
-0.86441                 -1.58445                 -0.87757
-1.39094                 -1.22460                 -0.42483
-0.60180                 -1.63703                 -3.02275
-1.20129                 -0.82862                 -0.43907
-0.76407                 -2.36007                 -2.42112
0.05014                 -2.01289                 -4.95069
-0.72736                 -1.26832                 -0.01092
-0.48908                 -1.28464                 -3.64875
-0.24675                 -1.56576                 -2.51331
-1.65270                 -0.19885                 -0.67408
-0.60104                 -0.86792                 -0.74560
-0.92676                  0.21201                  2.69697
-0.56079                 -0.94208                 -2.13115
-0.28255                 -1.29833                 -0.10863
-0.12822                 -2.35710                 -1.04900
-0.08309                 -1.60803                 -1.26355
-0.15448                 -1.33239                 -0.33620
-0.83362                 -0.73408                  0.27307
-0.88462                 -0.51296                  1.40851
0.03510                 -1.89520                 -1.52072
-0.16786                 -1.29154                 -3.22941
-0.32415                 -1.75216                 -1.22468
-0.41176                 -2.43318                 -1.54143
0.34674                 -1.82266                 -3.87332
-0.96219                 -2.43328                 -1.89968
-1.02046                  0.36256                  1.19221
0.03785                 -1.43671                 -3.96458
-1.98787                 -0.97362                  1.04504
-1.44290                 -0.65007                  0.18304
-1.45498                 -1.31319                 -0.09177
-0.75577                 -0.57452                  0.03151
-1.27902                 -1.80404                 -1.24144
-1.59246                  0.00510                 -0.38204
-1.10190                 -1.53148                 -0.23033
-1.29297                 -1.88334                 -3.25496
-1.27325                 -1.47204                  0.82862
-0.76488                 -0.56355                 -1.16775
-0.79411                 -0.69095                 -2.43247
-1.43483                 -1.75123                 -0.94834
-0.24804                 -1.59667                 -1.69227
-0.59574                 -1.51262                  1.18831
-0.22035                 -0.78464                 -0.89507
-1.10884                 -1.30513                 -0.13394
-1.36664                 -0.32619                  2.37238
-1.82845                 -0.13982                  0.46524
-1.14009                 -1.28502                 -0.28692
-1.20689                 -1.56383                 -2.21922
-0.59775                 -0.99872                 -1.83378
-1.44685                 -1.19811                 -1.89570
-0.51938                 -1.69796                 -1.28239
-1.58092                 -1.26414                 -0.79894
-0.92608                 -1.51350                 -2.55313
-1.37775                 -0.71748                 -1.89322
-0.91716                 -1.93349                 -1.07707
-0.31201                 -1.82860                 -1.45852
0.13858                 -1.80845                 -2.33614
-1.10986                 -1.92853                 -1.04434
-1.68195                 -0.98787                  0.49667
-0.87776                 -1.73621                  0.26245
-0.72961                 -0.65807                  3.90290
-0.98705                 -1.64015                  2.79333
-1.50986                 -0.69641                  1.93137
-2.08976                 -1.32770                 -0.08494
-1.80239                 -0.23527                 -1.21426
-1.68353                 -0.98503                  0.03849
-1.61012                 -1.86528                  1.65868
-0.68595                 -0.54936                 -3.14541
-1.95806                 -1.05340                  0.19718
-2.13230                 -0.61779                 -0.11361
-1.79081                 -0.53708                  0.24304
-1.23890                 -0.43661                  0.89392
-0.87452                 -0.68305                 -0.68532
-1.49957                 -1.37115                  4.05970
-0.60550                 -0.13251                 -0.70504
-0.92812                 -1.35319                 -0.76007
-1.27809                 -0.48240                 -2.68708
-1.27834                 -1.48437                 -2.08158
-1.17037                 -1.34763                 -2.05351
-1.31865                 -0.58074                 -0.55243
-0.68971                 -1.27559                 -0.19045
-1.57903                 -1.10528                 -0.82768
-0.80337                 -0.64721                  0.48741
-1.06206                 -1.49594                  1.63224
-0.55313                 -1.39355                 -1.76374
-0.88445                 -0.75007                  0.60621
-0.87550                 -0.83041                  1.78681
-1.52144                 -0.98088                 -0.36283
-0.63914                 -2.46760                  1.07942
-0.85415                 -2.04671                  0.89358
-0.95570                 -0.51946                 -1.65417
-1.19933                 -1.24709                 -0.11816
-1.46436                 -0.66428                 -1.01701
-1.06318                 -0.55102                  0.20411
-1.56809                 -1.06900                 -0.93603
-1.10068                 -0.50986                 -0.96026
-0.77380                 -0.09002                 -0.27153
-0.31284                 -0.87387                 -1.47170
-1.25664                 -1.32754                  1.75883
-0.62044                 -0.41265                 -2.00904
-0.94944                 -1.10907                 -0.53000
-0.08082                 -1.73211                  0.41014
-0.32069                 -1.07392                  1.54839
-0.24307                 -1.56293                  1.99720
-0.49164                 -2.43033                  3.07166
-1.46228                  0.20608                 -1.88229
-0.39124                  0.23370                 -1.34946
-1.01950                 -1.07843                  0.57351
-1.64567                 -0.06907                 -2.74793
-1.32526                  0.71859                  0.76760
-0.75769                 -1.01279                  3.58513
-0.54546                 -0.79605                  2.64673
0.17747                 -2.28458                  2.79617
-1.06643                 -1.71649                  2.13808
-0.01477                 -1.55998                  3.31550
-0.13878                 -0.89553                 -0.64166
-0.31344                 -2.39603                  5.31766
-0.37411                 -0.28748                  1.26792
-0.85447                 -0.88564                  2.44160
-0.30097                 -2.00591                  4.76033
-0.48478                 -1.82224                  1.22196
-0.70395                 -1.20154                  0.33582
-0.74969                 -1.82501                  2.03370
-0.12476                 -1.22858                  2.28115
0.42269                 -2.98330                  5.32320
-0.36182                 -0.38066                 -1.78406
-0.70016                 -2.11404                  4.67378
-0.72876                 -1.31953                  0.24619
-0.85958                 -0.78155                  0.34593
-0.05010                 -0.50395                  3.47557
-0.40274                 -1.54187                  4.47789
-0.73602                 -1.72374                  3.86480
-1.01109                 -0.40989                 -1.11738
-0.35797                 -1.36848                  2.94620
-0.70381                 -2.28010                  5.48525
0.15670                 -1.99651                  4.66474
-0.92243                 -2.11298                  4.40731
-0.62842                 -1.43820                  2.63682
0.12173                 -1.02586                  3.95466
-0.09836                 -0.93981                  2.25727
-0.77405                 -0.42901                  2.09377
-0.93651                 -1.45273                  4.36496
-1.09194                 -1.89038                  6.08851
-1.15779                 -1.53505                  3.38435
-0.57185                 -1.40757                  5.71848
-0.89775                 -1.15207                  6.02803
0.28562                 -0.32828                  1.03038
-1.25776                 -0.35421                  1.39864
-0.07649                 -1.12715                  2.54337
-0.35768                 -0.80322                  2.41744
-0.37292                 -1.22568                  1.37668
-0.39295                 -0.60440                  2.23780
-0.54062                 -2.43019                  7.01244
-0.11210                 -1.90232                  6.34202
-0.47530                 -0.65253                  2.61141
0.39311                 -1.87090                  4.63258
0.28241                 -2.21037                  5.00239
-0.01641                 -1.67751                  0.79690
-0.50260                 -0.23213                  3.11014
-0.30575                 -1.31241                  2.39619
-0.80698                 -1.26306                  2.47507
0.30565                 -1.80503                  3.49007
-0.14063                 -1.41221                  2.95292
0.32610                 -2.06333                  4.54647
-0.34645                 -1.21439                  1.36143
0.75932                 -1.28191                  4.47431
-0.30830                 -0.41802                 -0.86014
0.97123                 -2.62278                  6.93628
0.76341                 -0.97203                  4.94478
0.13715                 -1.17880                  2.00112
-0.54920                 -1.06913                  3.26015
0.52520                 -1.65969                  1.23525
-0.77356                 -1.54899                  2.48132
0.44466                 -1.14065                  4.07070
-0.23368                 -1.50422                  1.93324
-0.70150                 -0.83360                  1.97923
0.52521                 -1.50127                  2.02857
0.03937                 -1.95558                  3.99863
0.09311                 -1.95220                  4.93035
0.31880                 -0.40202                  3.22460
0.37339                 -1.32615                  4.02552
0.70946                 -1.04149                  3.20542
0.38565                 -1.50265                  5.26574
0.65416                 -0.63181                  1.72560
0.60227                 -0.36731                  2.01097
0.68283                 -1.33610                  3.92662
0.38016                 -0.59475                  2.14468
0.41998                 -0.66053                  1.04651
0.14084                 -1.47502                  4.61626
-0.42063                 -0.94952                  2.13851
1.03963                 -0.69019                  3.06390
-0.70883                 -1.50433                  1.67693
0.00708                 -0.42014                  3.58777
0.42878                 -1.86201                  3.01813
0.15458                 -0.98872                  1.29773
0.46768                 -1.24305                  2.23708
0.19013                 -1.58250                  0.86173
0.07362                 -1.58737                  5.04094
0.47320                  0.02738                  3.76348
0.47647                 -2.09285                  3.70681
0.48817                 -0.46909                  2.56848
0.23126                 -0.31017                  2.89933
0.32784                 -1.26906                  6.31579
0.63194                 -0.76554                  3.31254
-0.43602                 -0.47555                 -0.38478
0.06072                 -0.87555                  3.90236
1.27016                 -2.03940                  4.68400
0.06490                 -2.12717                  4.49955
0.28717                 -1.73514                  2.81626
0.77786                 -1.80991                  3.27884
0.85051                 -1.05060                  4.38211
0.00802                 -1.25285                  1.41537
-1.10393                 -1.36214                  3.13386
-0.00921                  0.70612                  2.86733
0.04376                 -2.05543                  2.37060
0.15571                 -0.77199                  1.91866
-0.42718                 -1.43195                  2.48577
0.32296                 -1.20934                  1.99828
0.40556                 -0.90756                  2.54854
0.27472                 -2.65494                  2.81282
0.44313                 -1.98679                  5.69404
0.58401                 -1.58937                  1.79286
0.18234                 -2.77092                  4.08888
0.79219                 -0.76979                  2.41288
0.12148                 -1.76081                  1.35906
-0.18129                 -1.88264                  1.45030
-0.67584                  0.90796                  1.66105
0.10513                 -0.66598                  2.06195
-0.75175                 -0.82670                  1.91067
0.42013                 -0.90716                  2.89189
-0.29271                 -1.04306                  1.50925
0.41749                 -0.73320                  2.27669
0.55257                 -0.51900                  2.19258
0.30668                 -0.61119                  2.63773
0.85850                 -0.33595                  2.19370
0.19662                 -1.59133                  4.17413
0.44787                 -0.43756                  3.06094
0.12202                 -0.29345                  1.03597
0.10039                 -1.74312                  4.40735
0.86731                 -0.57737                  2.09546
1.63800                 -1.79445                  5.21361
0.71704                 -0.94270                  2.46099
0.34383                 -0.14139                  2.21051
0.17364                  0.00546                  3.83957
0.26731                 -0.14081                  3.06738
0.31603                 -0.94997                  4.95266
0.36576                 -0.70596                  2.16487
0.31126                 -2.08598                  4.88261
0.18330                 -1.34137                  1.75046
0.60743                 -1.23330                  2.30171
-0.04492                 -0.12077                  3.63323
0.55901                 -0.02358                  0.55942
0.66749                 -1.06451                  2.99510
0.30214                 -0.82022                  2.78552
0.25983                 -0.40987                  3.89682
0.87661                 -1.65791                  1.25979
0.25980                 -0.83859                  2.49514
1.50310                 -0.13260                  3.70759
0.33229                 -0.83337                  1.11295
0.58534                 -0.58227                  0.74131
-0.23944                  0.90907                  1.27614
0.10238                  0.97645                  1.44976
-0.02537                 -0.11069                  2.44364
-0.02926                 -0.03007                  1.70941
0.21660                  0.02409                  1.13227
-0.22774                 -0.21453                  2.14441
0.99481                  1.12637                  3.33090
0.86168                 -0.62219                  3.03846
0.59857                 -0.46828                  0.92635
0.09547                 -0.98805                  2.35740
0.67816                 -0.29460                  4.94264
-0.76604                  1.17302                  2.47376
0.86925                 -0.18579                  6.64452
0.66381                 -0.11083                  1.99886
0.56089                  0.52274                  2.68145
0.66580                 -1.53918                 -0.18337
-0.39813                 -1.01787                  0.29648
1.14666                 -1.43662                  2.85742
-0.08096                 -1.83672                  1.83214
0.39777                 -0.81508                  2.92151
0.37767                 -2.41072                  2.31277
1.10997                 -1.21389                  3.92234
0.66146                 -1.39048                  2.13239
0.60484                 -0.23780                  3.29217
0.17037                 -1.64052                  2.83854
0.49729                 -1.69423                  3.49557
0.58456                 -0.76284                  3.00887
0.21620                 -1.55986                  1.26089
0.79002                 -1.43915                  0.80012
0.33155                 -1.57732                  2.23208
