>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
0.16043                  0.26187                  6.94190
2.43948                 -0.11317                  0.90694
2.12044                 -1.22964                  0.87759
1.84217                 -0.30031                  3.83266
0.71949                  0.91689                  6.69218
-1.43955                 -1.16804                  4.83008
-0.14480                  0.67875                  1.05127
1.98745                  0.08986                  3.29339
1.89730                 -1.25242                  5.57363
1.75038                 -0.74936                 -0.89856
1.36649                 -0.81777                  3.48461
1.67613                  0.54526                  3.73149
-0.01835                 -2.18215                  4.20863
0.67380                 -2.25154                  2.25243
0.68666                  1.01662                  4.80809
1.47233                 -2.76227                  3.02922
0.89151                 -2.65160                  3.01003
0.85694                 -0.00373                  0.95220
-0.05285                  1.71874                  0.99202
1.08184                  0.44708                  3.03701
0.28621                  0.90442                  4.25136
1.74388                 -3.42971                  3.47386
1.35222                 -1.94677                  4.59746
0.41219                 -1.53968                  4.81914
0.65742                  1.11392                  3.28547
0.35631                  0.70570                  4.51541
1.05297                  1.54840                  1.78320
-0.21957                  0.04732                  1.07224
0.98143                 -1.31130                  2.18739
1.00415                 -0.49085                  0.01760
2.09133                 -1.78050                 -0.47884
1.98078                 -1.73972                  0.42828
-1.63645                 -1.04256                  1.99876
-0.66555                 -0.11412                  1.97555
1.82466                  1.74452                 -1.14985
-0.02856                 -0.11985                  0.23531
0.73857                  0.66857                  1.51536
0.95066                  0.03492                  2.02841
2.13931                 -1.47831                  2.63873
1.35625                  2.67896                 -0.06443
1.74711                  0.91877                 -0.36529
0.15651                 -0.31775                  3.19202
0.60489                 -1.65763                  1.47682
1.56532                 -3.20553                  2.66582
1.89701                 -2.21164                  4.02728
1.14624                 -0.36478                  2.56501
-0.05580                 -0.27775                  5.61154
1.55105                 -0.24824                  1.69836
1.25907                  1.49070                  0.12248
-0.36614                  0.44515                  3.07055
1.22528                  0.58706                  4.59788
1.48018                  0.14888                  3.62465
0.86185                 -0.94060                  3.83878
1.28973                 -0.96849                  1.02713
1.13339                  1.64535                  1.61782
0.46640                  0.42642                  0.78020
-0.81512                  1.55299                 -1.11954
-0.03992                  1.88320                  1.54632
0.87799                 -1.53241                  0.55980
0.82267                  1.67353                  0.90987
0.72313                  0.21403                 -0.22750
0.68502                  1.18349                  2.79826
0.07393                 -1.10117                  3.89149
1.27271                  1.73901                  2.63636
0.93119                  0.42667                 -2.32129
1.45078                 -1.29841                 -1.89016
2.51447                 -1.87630                 -2.83588
0.19615                 -1.31180                 -1.44915
0.90535                 -2.19860                  3.14787
0.47200                  2.37034                 -0.32963
0.54242                 -0.12438                  2.63958
0.57080                 -1.73773                  2.92869
1.34820                 -1.23652                  3.87178
0.41237                  1.07706                 -2.27777
-0.28838                  0.21763                 -0.23016
0.29958                 -2.16285                  1.52582
1.05894                 -0.69218                  2.41588
0.57265                  3.21815                  3.41740
0.16966                  1.24184                  2.79477
0.18939                  0.96252                  4.72274
1.51090                  0.43784                  1.41860
0.18874                  0.23021                  1.81195
1.75909                 -2.59320                  0.94801
2.04370                 -2.81721                  4.67949
0.93727                 -4.20573                  2.35548
1.29124                 -0.66084                  0.31395
0.67635                  0.58629                 -5.20199
-0.02783                  0.65501                  1.89465
0.21054                 -0.37439                  0.70257
-0.23795                  2.90441                  0.99784
-0.24188                 -0.49574                  0.02787
1.19218                 -1.63496                  2.28070
1.82018                 -1.42433                  1.79000
1.30783                 -1.72003                  4.87672
0.08747                 -1.11511                  1.77290
0.76035                 -1.86022                  4.16107
0.79281                  1.15373                  3.60246
1.50760                 -0.62210                  5.52421
-0.58277                 -1.17519                  4.83455
1.41094                  1.33793                  1.51353
-0.38226                 -1.83878                  3.22201
0.14434                 -0.52448                  1.79745
1.57543                 -2.44648                  2.17903
0.28489                 -0.80932                  2.02650
-0.58746                 -0.24295                  1.17584
-0.32518                  0.75012                  2.55144
0.71303                  1.49911                  3.58450
-0.36948                  1.41719                 -0.67617
-0.38846                  1.89525                 -2.02016
0.05733                  3.55819                  3.34620
0.56634                  0.58518                 -1.68283
1.23740                 -1.57152                  0.83876
1.98874                 -1.65156                  1.82964
2.53957                 -1.98496                  0.14517
0.62998                 -0.42323                 -0.80608
0.04119                 -1.24667                  6.03674
0.37718                  1.13398                  1.56695
0.24974                 -0.91736                  2.31086
0.31998                 -0.48541                  3.95566
-0.71433                 -0.70620                  3.88643
1.33988                 -2.19341                  3.40150
2.42425                  0.49992                  3.38585
2.08946                 -1.12349                 -7.08680
-0.34739                 -0.37943                 -0.98292
-0.26029                 -1.59640                 -0.52379
0.38974                 -1.64431                  0.14337
1.24459                  1.59152                  5.74994
1.40203                 -0.91743                 -4.03102
1.12062                  1.18845                 -1.24964
1.76948                 -1.17955                  0.69857
0.25493                  1.57230                 -2.49022
-0.30890                 -0.97445                 -1.79941
1.66879                 -0.08477                 -2.20227
2.00710                 -1.68318                  1.22138
0.11796                  0.25989                  1.63434
-0.38073                  0.82462                  0.87809
-0.75986                  0.12905                 -3.67953
0.39032                 -0.54273                  0.95631
0.94970                 -1.01167                  3.87947
0.60413                 -0.04832                  1.79117
0.28644                  0.71118                  1.96214
0.68142                  1.08892                  0.63192
1.05804                 -2.87851                  2.14634
1.04067                 -1.52873                  4.35208
1.61516                 -0.39966                  0.42258
1.88032                  3.08572                 -2.65569
-0.18012                  3.00199                  0.28876
0.28513                 -0.48851                  2.28756
1.92908                  2.67787                  2.50111
2.27212                 -2.26903                  1.03893
2.02290                 -1.37412                  0.91070
-1.17919                 -1.50801                  2.61772
0.76866                  3.74158                 -4.08481
0.70983                 -3.19013                  2.78568
1.23431                 -2.83903                  0.71878
1.35739                  0.09227                  3.11589
0.91899                  0.10539                 -3.87590
0.27120                  0.84517                  3.18184
1.26446                  2.42009                 -3.30853
1.23172                  0.40259                 -0.40282
1.17136                 -0.56133                 -0.53744
0.02123                  1.29988                 -2.69201
2.63407                  0.37468                 -0.89263
-0.16060                 -2.44988                 -0.35217
1.98332                 -1.49790                  4.61778
1.55171                  0.64216                  2.19278
2.30064                 -0.20160                  0.54303
0.74889                  2.97528                 -0.62247
-1.02139                 -2.89381                 -0.77362
0.03421                  2.33483                  0.51822
1.45938                 -1.63879                  4.14755
1.72168                  1.29397                 -2.95048
0.91368                  1.93528                 -0.98500
0.29939                 -0.25330                  3.22504
2.11148                 -1.28689                  4.08749
0.98019                 -2.36223                  0.80775
-0.59278                  2.51781                  5.22966
1.70855                 -1.72714                 -0.92549
1.28945                 -1.82757                  3.76769
-0.32010                  0.34160                  4.90897
-0.21101                 -1.08962                 -0.20424
0.13351                 -2.34710                  3.69877
0.25391                 -0.64016                  2.54889
-0.62221                 -0.92054                  0.01152
-0.10860                  1.67924                 -3.04022
-0.63250                 -1.08985                 -0.36771
0.45055                 -1.30132                  0.55314
1.43493                 -2.74842                 -0.49989
0.87043                  1.93321                  1.08618
0.04357                  1.48356                 -2.98189
0.41026                  0.51954                  1.94788
-1.12411                  0.72295                 -5.20200
1.05993                 -3.09912                  0.59964
-1.35489                 -0.89753                 -0.76822
0.93524                 -0.23409                  1.42871
-1.22565                  1.74620                 -3.27795
-0.75678                 -1.54306                  1.39967
0.07647                 -0.45636                  1.98284
-0.19432                 -2.11340                  1.78595
-0.71709                 -2.05596                  2.43754
-0.10332                 -1.56234                  0.65246
0.73581                 -1.37225                  1.50688
0.45472                  0.29300                 -2.01531
0.19965                 -0.61435                  0.03649
0.22466                 -0.81650                 -2.06208
-0.31149                 -1.91365                 -0.78003
0.45917                 -1.28761                 -0.48734
1.69002                 -1.66758                  4.38278
-0.44178                  0.06624                  3.28914
0.68240                 -2.54147                  3.24379
0.04377                 -1.52726                 -0.27098
1.71231                 -2.59709                  1.82345
-0.32040                 -1.64856                 -0.89986
-0.34871                 -1.16977                 -1.12021
0.43400                 -2.10902                 -1.93567
0.40341                  1.35738                 -1.47825
-0.81803                  2.30754                 -8.70967
0.82391                  0.50811                 -1.34105
3.23463                 -0.98201                  2.28231
1.85793                 -1.36671                  3.61431
0.37795                 -0.82111                  1.24959
-0.20602                  1.47725                 -6.17194
0.41349                  0.83023                 -5.84383
1.68054                 -0.80160                 -0.88064
1.53596                 -0.36456                  0.63513
1.78511                 -2.83831                  6.26747
-0.54251                 -1.24630                 -0.99525
0.87974                  0.11202                  3.53959
-0.13521                 -0.64221                  0.71330
0.60922                  0.55058                 -1.42606
1.76195                 -2.70206                  3.35785
1.04854                 -0.41660                 -1.42619
1.73523                 -0.56335                  3.66492
0.75029                 -0.28025                 -1.57617
2.55155                 -0.29837                  2.47717
0.15632                 -1.09281                  5.07720
0.87510                 -0.29172                 -1.18779
1.41016                 -0.40031                  5.39817
-3.89067                  2.08383                 -8.73588
0.87002                 -1.82640                  2.72414
-1.74569                  0.50507                 -3.54629
4.32834                 -0.68135                  2.77887
1.04787                  1.68647                 -2.37567
0.35398                  0.75522                 -0.35053
-0.48245                  0.12039                  6.43645
-0.73547                 -0.09872                  0.74850
-0.99466                 -0.49692                 -0.44712
-0.67429                  1.94289                 -4.47334
-0.13401                 -0.43521                 -1.39715
0.92407                 -1.30555                  2.41415
2.17895                 -2.87092                  4.88244
0.99300                 -2.09139                  0.83839
-1.23281                 -0.83948                 -0.61006
0.14223                  0.33062                 -0.80252
-0.42599                  1.24921                  3.51505
0.84808                  0.87542                  0.88542
0.44340                 -0.02292                  3.11518
-0.43525                 -0.14594                  0.70700
0.70578                 -0.79846                  1.55989
0.25988                 -1.75414                  5.69984
-0.52071                 -1.15091                 -0.78289
1.37063                 -0.91241                  0.60218
-0.14118                 -2.21328                  2.63343
1.01928                 -1.23002                  0.12586
-0.13385                  0.17779                  0.99387
0.72478                  0.44868                  3.10562
-1.12770                  0.17820                 -4.87083
0.74915                 -1.14513                  0.78146
1.62935                  1.64149                  3.02221
0.90793                  1.46924                 -2.67493
0.49338                 -0.99215                 -0.72231
1.07160                 -0.53705                  1.35245
1.41930                 -0.58070                  0.28163
-0.51633                  1.73206                  3.44264
1.06155                 -0.09726                 -1.41643
0.75857                  0.21498                 -0.49427
-0.48900                  0.38952                 -0.67966
1.71882                 -1.37701                  2.56714
1.14643                 -0.18984                  0.92500
-0.63358                  1.48990                 -6.81423
0.43385                  0.21136                  0.53851
0.57504                 -0.27073                  1.19041
-0.78136                 -0.66616                 -0.27662
-0.68008                  0.61977                 -3.53943
0.91680                 -0.68768                  1.81341
0.62588                 -0.18649                 -1.87316
0.20424                  1.72285                 -1.55637
0.30664                 -0.40354                 -0.43313
0.70861                 -1.36063                  1.89970
-0.36212                 -0.87464                  1.29701
-0.34991                  0.43803                  1.90597
0.57219                 -0.91546                 -1.28257
0.25567                  1.50102                 -4.21837
1.23995                  0.47948                 -3.09669
-1.81369                  0.62527                 -4.14294
1.12493                  0.39880                  1.46506
0.04826                  1.31978                  2.18750
1.47706                 -1.88010                  0.21708
-0.64199                 -0.30983                 -7.54937
0.22885                  0.28567                 -2.08875
-1.65760                  1.67689                  2.08919
0.98159                 -1.64627                  1.14466
1.22166                 -0.17164                  1.13208
0.45872                 -0.20768                 -0.19604
0.85833                  0.14159                 -3.50124
-0.55212                  1.95505                 -2.36815
3.42914                 -0.73364                  1.32201
0.12345                  0.35506                  3.60465
-0.43862                 -0.29800                 -0.02225
-0.53950                  0.19610                  3.44782
0.37455                 -0.71383                  3.11860
-0.76751                  0.63654                 -0.49339
0.47763                 -0.14531                  3.08369
-1.97815                  0.64534                 -0.60938
-1.68096                  1.36286                  0.16815
-0.42156                  1.97116                  1.79346
0.66284                  0.16432                 -2.57551
-1.34761                  0.48244                  3.53154
-1.36037                  1.24382                  2.13549
1.26055                  2.28168                  4.14090
1.23732                 -0.02387                 -1.71216
0.72702                  0.59206                 -1.23566
0.13017                  0.50839                 -4.01537
1.07924                  0.31079                 -0.19855
0.83837                  0.93983                  1.34294
1.74315                  0.60995                 -1.24680
0.88039                  0.38776                  2.41808
-0.84097                  0.86042                  5.50689
0.24150                 -0.54411                  2.16052
-0.03621                  0.22787                  1.21522
0.21870                  0.65105                  5.06587
-1.19349                  3.07369                  3.52031
0.48414                  0.73442                 -2.65780
0.81701                  0.87132                  0.46972
3.67535                 -3.80471                 -4.84886
1.32834                 -0.07014                  0.05519
0.58432                  0.42029                  0.64752
-0.54411                 -0.08120                 -1.83989
1.25376                 -0.52132                 -0.03975
0.66479                  0.25146                  4.28236
2.11016                 -1.37250                  2.80059
0.60966                  0.60507                  5.65469
-0.09593                  1.51307                  6.10149
-0.02897                  0.91828                  4.45178
