>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
0.32174                 -0.03180                 -2.35321
-0.05121                 -1.20886                 -4.52497
-0.16150                 -0.12853                 -2.75499
0.22999                  0.62407                 -3.70216
-2.00100                 -0.67462                 -5.50358
-0.48127                 -0.68552                 -3.77109
-0.34576                 -0.11306                 -3.40111
0.55948                  0.00790                 -2.13032
-0.63888                 -0.07328                 -1.39513
1.15837                 -0.59702                 -2.68002
-0.63720                 -0.76686                 -2.02345
0.77545                 -0.38113                 -3.48274
-0.72083                 -1.45651                 -2.08169
-0.11344                 -0.33647                 -2.99056
-0.03881                  0.08577                 -0.79848
1.11579                 -1.45699                 -4.34062
0.77465                 -0.48279                  0.51116
0.76784                  0.39118                  0.06818
0.31108                 -0.04613                 -2.06619
0.29951                 -0.77231                  1.18638
0.34030                 -0.44147                 -1.96239
-0.02471                 -0.14058                 -2.63386
-0.82331                  0.02935                 -2.10086
0.52480                 -0.36478                 -4.51162
0.10239                 -0.30722                 -4.20475
-0.38464                  0.64208                 -2.12645
-0.13264                 -0.73633                 -3.53846
-0.79104                  0.56763                 -1.68203
-0.49720                  0.45137                 -1.47871
-0.00175                 -0.28450                 -3.14468
-0.55683                  0.12810                  0.41103
-0.97518                 -0.33951                 -2.29350
-1.39854                  0.92905                 -0.57779
-0.92302                  0.33231                 -1.15118
-0.95150                  0.48740                  0.45250
-0.82758                 -0.30289                 -0.88477
-0.82612                  1.51454                  2.52249
0.52519                 -0.41269                 -4.58509
0.03876                  1.34244                  0.42037
-0.25085                  0.44365                 -0.79401
-0.35564                  0.58139                 -2.28312
-0.50595                  0.73110                  0.40723
0.46922                  0.97843                 -2.88811
0.30934                  0.32773                 -1.14219
1.10598                 -0.62867                 -1.82519
0.16476                  0.21938                 -2.31092
-0.42175                  0.73337                 -2.80936
-1.21377                  0.58955                  0.03107
-0.35713                  0.65784                 -2.27859
-0.12148                  0.68084                 -0.79384
-0.35088                  0.08217                 -1.00661
-1.22948                  0.02874                 -0.51250
-0.61205                  0.85738                 -0.47082
-1.28191                 -0.43272                 -1.13780
-0.47626                  0.77634                 -0.25125
-0.51447                  0.56274                  0.76661
-0.83912                  0.93157                 -0.38982
0.20296                 -0.95101                 -2.09821
-0.18015                  0.22961                 -1.62780
0.55932                  0.67388                 -3.11361
-0.31338                  0.27116                 -1.09978
-0.36828                  0.25332                 -2.62935
0.74995                 -1.11982                 -0.87003
0.74046                 -0.29028                 -3.24447
-0.02996                  0.46760                 -1.51091
0.25820                  1.05212                 -2.15037
0.09667                  0.11651                 -3.65048
-0.48178                  0.14397                  0.98388
-0.82084                  1.38391                 -0.37471
0.64375                  0.93935                 -2.74281
-0.37718                  1.08646                 -1.14205
0.90504                  0.45662                 -1.80476
-0.35816                 -0.83333                 -0.85715
0.00492                  0.44405                 -0.10618
-0.00703                  0.98232                  0.40608
-0.44475                  1.56765                 -1.41522
0.10314                  2.39297                 -3.47975
-0.18775                  1.23603                 -0.31779
-1.18617                  0.91636                 -0.57537
-0.87359                  1.62512                  0.39483
-0.21844                  1.33352                 -0.91520
0.35145                  1.18712                 -2.61438
-0.58743                  1.71572                 -0.86630
-0.21064                 -0.43114                  1.69746
-1.57944                 -0.39326                  1.41770
-0.43401                  0.11421                 -1.06790
-0.57314                 -0.30284                  0.35124
-2.04520                  1.46336                  0.70132
-1.29233                  0.11468                  0.33898
-0.20351                  0.82232                 -0.55305
-0.04449                  1.05635                 -2.33291
-1.10578                  0.59880                  1.42288
-1.14331                  0.83134                 -2.05861
-0.54807                  1.20094                 -1.05255
-0.39128                  0.77094                 -1.38049
-0.22335                 -0.42140                 -1.78180
0.04836                  0.59850                  0.48096
0.01483                 -0.01802                 -0.32780
-0.69506                  0.06484                  0.79038
-0.35069                  0.82888                 -2.25172
0.16993                 -1.35949                  2.10474
-0.91962                  0.95081                 -2.81557
-0.42627                 -0.02400                 -2.70010
-0.89927                  0.40599                 -2.40909
-1.24742                  1.15149                 -2.94657
-1.29558                  1.41553                 -3.37608
-1.52989                  1.20741                 -1.98517
-1.51445                  1.25584                 -1.52494
-1.41311                  1.89939                 -3.24683
-2.15093                  1.62962                 -2.40672
-0.96819                  2.00207                 -5.43343
-0.75610                  1.43216                 -0.79035
-1.66505                  1.51115                 -2.13430
-0.61597                  1.28217                 -2.90555
-1.77116                  0.84183                 -3.39764
-0.86355                  0.93274                 -2.17884
-0.57578                  0.74165                 -2.26313
-0.78611                  1.08374                 -2.79768
-0.64139                 -0.69697                 -0.99349
0.19373                  0.10952                 -2.13437
0.16227                 -0.08049                 -0.11087
0.94815                  0.91369                 -2.40741
-0.00462                  0.69100                 -0.69479
-1.45770                  1.30669                  0.38975
-0.89189                  1.11938                 -2.25231
-0.86574                  0.62368                  0.61071
-0.59395                  2.56170                 -2.58623
-1.00146                  2.39351                 -5.08018
-0.89469                  1.90306                 -2.15109
-0.63812                 -0.41655                  2.24917
-1.23626                  1.75065                 -1.60305
-1.03402                  1.05902                 -1.64755
-0.70571                  0.36028                 -0.20494
-0.25105                  0.53789                  1.26845
-0.91925                  0.68501                  2.30769
-0.64359                 -0.31704                  1.90546
-0.32715                  0.26189                  2.67739
-1.03614                 -0.10189                  0.77671
-1.16947                  0.09352                  1.61462
0.04156                 -0.18184                  2.26451
-0.15324                 -0.86924                  2.55908
-0.53542                 -0.47214                  1.82631
-0.21820                  0.32503                  2.03251
0.44163                  0.55230                 -0.67228
-0.05843                 -0.08374                  2.36335
-0.02919                  0.14997                  1.14285
-0.42859                  0.85526                  0.48389
-0.27747                 -0.23607                  0.92938
0.60442                  0.25378                  0.13640
0.16873                  0.82227                  0.33770
0.36442                  0.74822                  1.19154
0.10666                 -0.28868                  1.82313
0.75904                 -0.47019                  1.41336
0.81031                  1.06016                 -0.19144
0.26298                  1.28689                 -1.03359
-0.30685                  0.92959                  0.34679
-0.87649                 -0.19786                  2.10073
-0.37181                  0.64849                  0.58749
-1.23316                  1.32059                 -0.89153
0.29357                  0.73810                  0.65776
0.12178                  0.57809                  0.85950
-1.84626                  0.06860                  0.60804
-0.04178                  0.98535                  0.55685
-1.06000                  0.18654                  1.90752
-0.84125                 -0.44645                  2.56742
0.07706                  0.14991                  1.04043
-0.63407                  1.01247                  2.60580
-0.77309                  0.42128                  0.51521
0.22096                 -0.36318                 -1.05276
-1.54294                  0.53721                  0.35103
-0.17151                  0.90039                  0.73283
-1.70772                  0.47207                 -0.80232
-1.17798                 -0.56018                  2.15748
-0.52780                  0.90678                 -0.82335
-0.28115                  0.03300                 -2.16419
-0.91419                  0.31964                  2.10435
-0.87777                  1.39601                 -0.00949
-0.22448                  0.59415                  0.43883
-0.73240                 -0.30747                  2.51169
0.75099                  0.21957                  0.77608
0.05215                  1.19651                  2.03678
-0.81183                  0.03656                  0.83353
-0.27800                  0.61262                  2.74569
0.02947                  0.39092                  2.05481
-0.10042                  0.05007                  0.89394
0.38881                  0.55141                 -0.78684
-0.21198                  0.13419                  1.08406
-0.55226                  0.53929                  2.20408
0.22436                  0.86936                  0.18917
-0.62862                  0.78300                  0.07081
-0.94873                  0.90892                 -0.92915
0.10167                  0.99564                  0.03170
-1.14016                  0.82396                  3.14148
0.16179                  1.17849                  1.19954
-0.53313                  0.66588                 -0.76203
-0.26977                  0.52711                  0.08522
1.13649                  0.86302                 -1.33477
-0.55682                  0.75401                 -1.19752
-0.64227                  0.71985                  0.42400
0.67218                  0.30486                  2.24037
0.07946                 -0.15983                  2.56595
0.46373                  1.03031                  1.62176
-0.96770                  0.85443                  0.65294
0.60371                  0.29534                  0.81595
0.04916                  0.89169                  1.46070
0.45585                  0.87660                 -0.54562
0.01417                  1.56025                 -0.81242
0.62322                 -0.11834                  1.79948
-0.02381                  0.66412                  0.61909
-0.94075                  0.66360                  2.38056
-0.08809                  0.66182                  3.24269
-0.22000                  1.51372                  1.62726
-0.99948                  1.35784                 -2.55135
-0.56018                  0.73645                 -0.31238
-0.38495                  0.55409                  1.25907
-0.39762                  0.02427                 -0.76605
-0.54318                 -0.18035                 -0.91402
0.02413                  0.86048                  0.17325
0.72767                  1.11194                  1.06902
-1.09163                  0.32979                  0.37525
0.37699                  0.77071                 -0.83528
0.06720                  1.17470                 -0.21539
-2.26919                  1.06834                  1.62470
-0.16229                  0.82960                 -1.49431
0.97884                  1.47949                  3.02241
-0.12022                  0.92531                  0.94382
-0.55287                  0.83882                  1.70778
1.09327                  0.61216                  0.83909
-0.16291                  1.21637                  0.79490
0.01234                  0.69370                 -0.58144
-0.49721                  0.48041                  0.98283
0.24437                  0.53354                 -0.42140
0.51018                  0.51374                 -0.53765
1.16750                 -0.62615                  1.09507
-0.45252                  0.75133                  0.97346
-0.08707                  0.55061                  1.97252
0.25744                  0.72934                 -2.08219
-0.48366                  1.07172                  0.15543
-0.58568                  0.18611                 -2.92141
-1.18112                 -0.11386                 -0.74023
-0.33214                 -0.38679                  1.33467
-0.15389                  1.37675                 -0.44234
-0.72360                  1.29772                  3.32505
-0.76811                  1.10132                  0.61808
-0.35182                  1.74297                  0.75064
-0.65709                  0.38391                 -2.35424
-0.67640                  0.46897                  1.21146
-0.71939                 -0.40204                 -2.02268
-0.70131                  0.22372                  0.47110
-1.48342                  0.46597                 -1.86916
-0.77183                  0.84286                 -0.67332
-0.87177                  0.66140                  0.76634
-0.80278                 -0.16732                 -0.65351
0.33408                  0.16460                 -1.09715
-0.66972                  1.54912                 -0.04876
0.93995                  0.97941                  3.07520
0.24702                  1.32365                  0.41211
-1.07886                 -0.12409                  0.89093
-0.55340                  0.19411                 -1.86339
-0.90425                  0.00180                 -0.89267
-0.70235                  0.24555                 -0.84627
-0.82502                  1.26725                  1.39126
1.32126                  0.78812                 -0.44621
0.46638                  0.94162                  0.89307
-0.05732                 -0.20052                 -0.61783
0.35830                  1.08486                  2.59114
0.01937                  0.37708                 -0.59309
-0.47808                  0.54376                 -2.99665
-1.05007                  1.70606                  1.46290
-0.05586                  0.64151                 -2.44250
-0.83259                  0.98285                  0.18970
-0.05011                  1.30415                 -0.60943
-1.39305                 -0.53883                 -2.31223
-0.06516                  0.30704                 -1.57028
0.36905                 -0.42381                 -1.86971
0.05431                  0.02506                 -2.51571
-0.49740                  0.30235                  1.84057
-1.06035                  0.65847                  0.80503
-0.47285                  1.05349                  0.45296
0.43319                  1.31039                  2.93114
0.19700                 -0.70188                  1.14792
0.39354                  0.22125                 -2.62640
-0.04709                 -0.04790                 -1.53085
-0.92145                 -0.97256                 -2.00033
0.09166                  0.54016                 -0.78289
0.38939                  1.05328                  1.41286
-0.22941                  0.11702                 -2.52075
-0.72415                 -1.13160                 -5.31550
-0.53829                 -1.86526                 -5.06293
-0.34291                 -1.16287                 -4.10029
-0.25730                  0.90492                 -1.87665
-0.10271                  0.16853                 -1.32757
-0.54915                 -1.42858                 -1.50296
0.82111                 -0.71457                 -3.86247
-0.89278                 -1.35008                 -2.86903
0.54435                 -1.06977                 -2.94897
0.31711                  0.76352                  1.17360
-0.74910                 -1.79210                 -1.64299
-0.79617                 -0.74535                 -1.58723
-0.72794                 -0.92818                 -2.41809
-0.46326                 -0.92979                 -0.37298
-0.99946                 -1.56915                 -4.02360
-0.67440                 -1.48473                 -2.27734
-0.32243                 -0.58592                 -1.88626
0.27688                 -1.51868                 -5.18240
-0.02648                 -1.17943                 -3.17850
0.91732                 -0.42825                 -2.81955
-1.07038                 -0.08812                  0.24410
-1.09695                 -0.85178                 -2.07894
-1.13114                 -0.65078                  0.61270
0.90347                 -1.66522                 -3.73424
-0.13456                 -1.13520                 -5.38922
-1.02780                 -0.41003                 -4.36288
0.69632                 -0.92563                 -2.79633
0.05480                 -0.13378                 -2.56654
1.31042                 -0.95425                 -3.08461
0.63329                 -1.64166                 -4.45630
-0.75752                 -1.25175                 -1.68026
0.60057                 -1.40497                 -4.58809
-1.46979                 -2.29651                 -3.64084
-0.09052                 -0.37919                 -0.76395
-0.84155                  1.18578                  0.70228
0.31272                 -0.74095                 -3.47706
-0.85952                 -0.35274                 -0.36446
0.76422                 -0.60696                 -3.27409
0.21413                 -0.60171                 -1.57835
1.09003                  0.58842                 -2.06838
-0.26841                 -0.15769                  2.48175
-0.37203                 -1.20223                 -1.66694
-1.58305                 -1.84971                  2.16669
-0.34335                 -0.61346                 -0.38481
-0.87387                  0.11297                 -1.49127
-0.38720                 -1.41394                 -1.79992
-1.27074                 -1.36116                 -0.29293
-1.11751                 -1.02696                 -1.60299
0.15974                 -1.73600                 -2.66633
-1.32705                 -0.10727                  1.62812
-0.03625                 -1.01901                 -1.44221
-1.15888                 -1.86256                 -1.66565
-0.79848                 -1.03417                 -3.67335
0.68133                 -2.84771                 -5.64008
-0.24664                 -0.97694                  1.71290
-0.92939                 -0.36927                 -1.98716
-1.00520                 -0.25659                 -0.75254
-1.50298                  0.07384                  1.79386
-0.68137                 -0.19979                  2.73901
-0.40510                 -0.83218                 -1.69174
-1.16301                 -0.93429                 -0.76289
-1.12897                 -1.83160                 -0.08772
-0.61886                 -1.32706                 -0.35755
-0.96942                 -1.62747                 -2.42527
-0.39924                 -1.95449                 -0.68236
-0.66623                 -2.05180                  0.59813
-1.01535                 -2.18765                  0.67766
0.59531                 -1.79923                 -2.50975
-0.89272                 -2.83230                  1.23143
-0.29105                 -2.84301                  1.27491
-1.85253                  0.09055                  3.35813
-1.34788                 -0.60012                  3.73509
-0.59528                 -1.51421                 -0.33874
-1.10421                  0.58580                  3.79120
-0.49867                 -0.92513                  1.79630
-0.40705                 -0.18725                 -0.04142
-0.94200                  0.47101                  0.22546
-0.15399                 -1.69311                 -3.10776
0.58822                 -3.07695                 -2.65878
-0.26010                 -2.63843                 -2.50940
0.55338                 -2.52880                 -4.64010
1.03884                 -3.24446                 -3.26019
-1.01829                 -1.31912                 -0.83988
-0.64988                 -1.56258                 -3.56173
0.57738                 -1.57726                 -1.96228
-0.78995                 -1.25463                 -1.33047
0.39712                 -3.23093                 -4.03552
0.51922                 -1.87387                 -2.14739
-0.56838                 -0.46152                 -3.34405
-0.16818                 -4.21641                 -0.49527
-0.93020                 -1.71198                 -0.71826
-0.81538                  0.08689                  0.03286
-0.08073                 -1.78792                 -1.56982
-1.69361                  1.51912                  3.62459
-1.03739                 -0.08140                 -1.90312
0.00256                  1.23005                 -0.06117
-0.83262                 -1.25143                 -1.93225
-0.44121                 -1.25461                 -1.45045
-0.93764                 -1.03712                 -0.65630
-1.11050                 -1.95608                  1.46615
-0.17111                 -2.88409                 -0.82445
-0.98278                 -1.16413                  0.54446
-0.68806                 -2.51757                 -1.91583
0.40611                 -2.89776                 -3.65268
-0.65541                 -1.37680                  0.45654
-0.28505                 -1.96363                 -2.41413
-0.33343                 -1.09905                 -2.35695
-1.13012                 -1.63604                  1.84090
-0.64535                 -0.59186                 -0.42075
-0.96341                  0.51677                  3.05199
-0.52938                 -0.77367                 -2.11265
-0.40953                 -0.69319                 -0.91378
-0.15953                 -1.95323                 -1.16714
-0.01484                 -1.46181                 -1.36455
-0.11811                 -1.29282                 -0.48409
-0.81936                 -0.50586                  0.34342
-0.90382                 -0.10007                  1.27129
0.11473                 -1.85336                 -1.34886
-0.16493                 -1.34077                 -3.04002
-0.26816                 -1.78392                 -0.92391
-0.29518                 -2.71821                 -1.22484
0.49332                 -1.95940                 -3.66827
-0.88813                 -2.45535                 -1.68651
-0.95418                  0.51323                  1.84314
0.03368                 -1.33225                 -3.86929
-2.02094                 -0.89433                  1.02375
-1.38000                 -0.83965                  0.31602
-1.45291                 -1.19532                  0.07639
-0.75492                 -0.57825                 -0.12972
-1.31896                 -1.72102                 -1.18496
-1.49263                  0.10336                 -0.57374
-1.07114                 -1.28559                 -0.43462
-1.47161                 -1.58524                 -3.84689
-1.09463                 -1.86884                  0.95494
-0.95419                 -0.12137                 -1.52504
-0.77208                 -0.54908                 -2.59958
-1.35508                 -1.71974                 -0.85700
-0.02875                 -1.75558                 -1.61227
-0.50409                 -1.58087                  1.32317
-0.01357                 -0.97635                 -0.86468
-1.10787                 -1.32596                  0.04129
-1.30808                 -0.36820                  2.24260
-1.82747                 -0.03169                  0.15232
-1.13351                 -1.28348                 -0.23337
-1.07119                 -1.61523                 -2.20044
-0.39404                 -1.11643                 -1.63202
-1.50197                 -1.07943                 -1.76807
-0.54490                 -1.60420                 -1.17302
-1.56199                 -1.26727                 -0.79425
-0.99642                 -1.47810                 -2.47253
-1.36440                 -0.68967                 -1.95311
-0.84963                 -1.97025                 -1.05533
-0.26763                 -1.76442                 -1.63906
0.28062                 -1.82910                 -2.26434
-1.05333                 -1.98423                 -1.04131
-1.59092                 -1.04212                  0.64544
-0.74927                 -1.74831                  0.19443
-0.61993                 -0.71029                  4.07022
-0.79327                 -1.75599                  2.61265
-1.34261                 -0.76611                  1.98213
-2.01104                 -1.33794                 -0.26930
-1.59329                 -0.29435                 -1.46082
-1.63840                 -1.00951                 -0.17173
-1.59028                 -1.89149                  1.72643
-0.62554                 -0.58451                 -3.22907
-1.82862                 -1.06966                  0.01014
-2.08901                 -0.61735                 -0.08781
-1.77524                 -0.51296                  0.22940
-1.23969                 -0.37441                  0.69112
-0.89239                 -0.61080                 -0.85680
-1.40656                 -1.45483                  4.12516
-0.43079                 -0.09173                 -1.09468
-0.84209                 -1.49794                 -0.88967
-1.26189                 -0.81675                 -2.87851
-1.15301                 -1.62797                 -2.07495
-1.08093                 -1.50765                 -2.16342
-1.26920                 -0.66442                 -0.55656
-0.71808                 -1.46283                 -0.45317
-1.62626                 -1.18885                 -1.10541
-0.76221                 -0.67834                  0.40082
-1.05435                 -1.65607                  1.64185
-0.44857                 -1.37066                 -1.85433
-0.78269                 -0.65224                  0.25330
-0.85022                 -0.81530                  1.54251
-1.42752                 -1.00841                 -0.61648
-0.49009                 -2.60179                  1.22258
-0.77986                 -2.04839                  0.90951
-0.86356                 -0.59311                 -1.76232
-1.10034                 -1.39261                 -0.09600
-1.46181                 -0.72844                 -1.06557
-0.97101                 -0.73123                  0.11884
-1.48557                 -1.24436                 -0.80801
-1.02692                 -0.71421                 -0.89754
-0.53873                 -0.14527                 -0.30216
0.77368                 -1.75134                  1.57913
-0.21985                 -2.14109                  4.87707
0.12517                 -1.10782                  0.19140
0.29738                 -1.96793                  3.43368
0.31155                 -2.26189                  1.48326
-0.10615                 -1.11908                  1.68737
0.31168                 -1.98976                  3.41255
-0.35845                 -2.59724                  2.97102
-0.32670                 -0.53519                  1.78342
-0.02439                 -0.01240                 -0.48299
-0.41728                 -1.59933                  2.33706
-0.06845                 -1.25484                  2.24014
-0.57752                  0.30146                  2.68212
-0.35673                 -1.05588                  4.06220
-0.33849                 -0.85517                  2.57034
1.20190                 -3.10247                  5.55860
-0.08402                 -2.48205                  5.20769
0.19314                 -1.44323                  3.15934
0.45941                 -1.28408                  0.75528
0.42563                 -2.98275                  7.32057
-0.28098                 -0.35879                  1.09946
0.16632                 -1.68960                  5.49399
-0.45709                 -2.15363                  4.57006
0.20670                 -2.44448                  3.06767
-1.00694                 -1.03633                 -0.93642
-0.37013                 -2.26000                  3.21483
-0.12191                 -1.21683                  1.94832
0.05981                 -2.70309                  3.91483
0.07247                 -0.58505                 -1.26822
-1.14375                 -1.97132                  3.55982
0.28594                 -2.22005                  3.10108
-0.10940                 -1.55561                  2.53064
-0.16856                 -0.28719                  2.48110
-0.65477                 -1.40693                  3.51042
-0.61910                 -1.85112                  4.10016
-0.43039                 -0.99772                  0.31606
0.15942                 -1.93837                  4.47622
-0.70436                 -2.42854                  5.54025
-0.08701                 -1.63266                  3.47282
-0.79431                 -2.31888                  4.84932
-0.37199                 -1.42856                  2.71174
-0.11804                 -0.37296                  2.54243
-0.05536                 -0.66949                  1.81473
-0.83726                 -0.29287                  1.70380
-0.71356                 -1.57423                  4.84383
-1.10812                 -1.94056                  6.21850
-1.04916                 -1.67220                  3.52056
-0.44275                 -1.20538                  5.40137
-0.80498                 -1.08847                  6.00273
0.26229                 -0.13126                  0.35523
-1.43223                  0.18426                 -0.04348
-0.02784                 -0.94509                  2.16280
-0.21693                 -0.77583                  2.17545
-0.32259                 -1.27580                  1.02656
-0.20144                 -0.70302                  2.31812
-0.25701                 -2.54972                  7.13352
-0.05118                 -1.79302                  5.99764
-0.29543                 -0.61831                  2.46602
0.53117                 -1.96431                  4.60435
0.38577                 -2.13426                  4.78248
0.16446                 -1.74379                  0.50655
-0.45569                 -0.03117                  2.72557
-0.21391                 -1.32037                  2.41137
-0.67707                 -1.30134                  2.85879
0.47435                 -1.95122                  3.73449
0.00006                 -1.37937                  2.84191
0.57926                 -2.19815                  5.00335
-0.16465                 -1.24255                  1.55803
0.88517                 -1.36395                  4.49028
-0.18183                 -0.43810                 -0.95235
1.15760                 -2.64160                  6.79925
0.96026                 -1.05646                  5.06425
0.37481                 -1.10826                  1.83863
-0.48059                 -0.93841                  2.65961
0.65230                 -1.67217                  1.14651
-0.72683                 -1.51102                  2.09400
0.59983                 -1.03355                  3.62373
0.00202                 -1.49337                  1.83223
-0.72313                 -0.80544                  1.76647
0.60435                 -1.36040                  1.56244
0.34209                 -2.00323                  4.01643
0.34124                 -1.92116                  4.68214
0.43509                 -0.51858                  3.46874
0.51489                 -1.43652                  4.23214
0.96816                 -1.07674                  3.20877
0.59666                 -1.48307                  5.09364
0.59355                 -0.54001                  1.46660
0.64149                 -0.29230                  1.82310
0.75444                 -1.24788                  3.66772
0.61460                 -0.52156                  1.79762
0.48393                 -0.46529                  0.47736
0.28174                 -1.40462                  4.28560
-0.43491                 -0.83770                  1.83907
1.12280                 -0.51131                  2.54658
-0.50466                 -1.45719                  1.36052
0.31598                 -0.27195                  2.83047
0.62248                 -1.75077                  2.53499
0.31738                 -0.89427                  0.83222
0.69759                 -1.28793                  2.06184
0.41751                 -1.75084                  0.30260
0.16735                 -1.66196                  5.09076
0.70719                  0.01875                  3.53535
0.62575                 -1.92000                  3.29466
0.56619                 -0.29806                  2.56408
0.37355                 -0.18800                  2.60971
0.54148                 -1.07388                  6.00079
0.68588                 -0.73993                  3.47255
-0.50124                 -0.25498                 -0.90142
0.09903                 -0.82136                  3.69705
1.26386                 -2.00247                  4.65153
0.15928                 -2.25848                  4.77197
0.43004                 -1.89199                  2.52912
0.84009                 -1.77136                  3.20250
1.06387                 -1.13478                  4.10782
0.31705                 -1.22216                  0.72559
-0.49517                 -0.42444                  0.73809
0.08631                  0.78350                  2.33872
-0.08489                 -2.12414                  2.91453
0.17032                 -0.62888                  1.90521
-0.38449                 -1.58200                  2.76658
0.47760                 -1.13802                  1.53716
0.78581                 -0.53596                  1.26904
0.42385                 -2.60830                  2.45775
0.85379                 -1.19424                  3.73708
0.61965                 -1.60466                  1.73405
0.78361                 -1.60263                  1.16661
0.56365                 -1.36340                  3.70560
0.14542                 -1.91194                  1.57469
0.13252                 -1.67845                  0.50955
-0.53034                  1.03937                  1.16254
0.04285                 -1.13783                  2.96186
-0.72296                 -0.56141                  1.43179
0.55343                 -1.07934                  2.84894
-0.28838                 -0.82314                  1.22315
0.35501                 -0.72522                  2.43157
0.67275                 -0.40705                  1.75765
0.24261                 -0.70943                  2.96910
0.62431                 -1.20827                  3.93790
0.57495                 -1.21752                  2.72094
0.37936                 -0.93545                  3.68595
-0.11605                 -1.38880                  3.01877
0.42941                 -0.88182                  2.38349
1.05894                 -0.95756                  2.10978
1.83716                 -1.91383                  4.86536
1.00051                 -0.87604                  1.50182
0.32899                 -0.52267                  2.73961
0.42790                  0.96461                  2.14040
0.40822                  0.11238                  2.34428
0.56665                 -0.52788                  3.75964
0.52587                 -0.79250                  2.01462
0.61278                 -1.17491                  2.86480
0.30543                 -1.22602                  1.34018
0.57630                 -1.67131                  2.81493
-0.07302                  0.28081                  3.27318
0.29248                 -0.94488                  2.12256
0.68310                 -0.64789                  2.80084
0.66207                 -0.34077                  1.01165
0.43013                 -0.03398                  3.14985
0.88267                 -2.00914                  1.70154
0.42395                 -0.85754                  1.86815
1.43272                 -0.45277                  4.42901
0.43435                 -0.86475                  0.68811
0.32985                 -1.28886                  2.98713
-0.33889                  0.48225                  2.36748
-0.45272                  0.09409                  5.07569
-0.09461                 -0.27814                  2.82050
-0.06572                  0.13927                  1.69573
0.28161                  0.09786                  0.94136
-0.20839                 -0.20581                  2.02002
1.01242                  1.10409                  3.21612
0.96355                 -0.67326                  2.75144
0.69518                 -0.67977                  0.56759
0.22417                 -1.31826                  2.01468
0.64598                 -0.32906                  4.90072
-0.69959                  1.11752                  2.24354
0.76044                 -0.23827                  6.82900
0.71247                 -0.15332                  1.84398
0.62833                  0.39848                  2.39330
0.80074                 -1.78338                 -0.64617
-0.34912                 -1.16407                  0.13076
1.18701                 -1.51620                  2.67502
-0.00280                 -1.97102                  1.59094
0.50130                 -0.99287                  2.52180
0.38230                 -2.56873                  2.17178
1.06486                 -1.19466                  3.97382
0.72390                 -1.64735                  1.87633
0.66848                 -0.40071                  3.01643
0.20649                 -1.81466                  2.62830
0.63393                 -1.83681                  3.01160
0.57053                 -0.81380                  3.00309
0.28563                 -1.64108                  0.97906
0.87930                 -1.48868                  0.45428
0.33807                 -1.72875                  2.12111
-0.03741                 -0.29348                  0.62106
-0.32166                 -0.78053                  1.72036
